Namespace(bs=48, fold=2, gpu=5, lr=0.001, name='0817')
~~~~~~~~~~~~ fold 2 ~~~~~~~~~~~~
raw train:68002 -- raw val:17001
train:68002 --- val:17001
epoch | train loss |  valid loss |  1JHC,   2JHC,   3JHC,   1JHN,   2JHN,   3JHN,   2JHH,   3JHH  |  log_mae  |  time 
 93   | -1.1544 | -0.9530 | -0.2519, -1.0453, -0.9767, -0.2628,-1.1732,-1.4417,-1.3674,-1.3914 | -0.9888 |  6 hr 58 min 
 94   | -1.3693 | -1.3183 | -0.6469, -1.3987, -1.3104, -0.6869,-1.6236,-1.8663,-1.7118,-1.6957 | -1.3675 |  7 hr 03 min 
 95   | -1.4725 | -1.3493 | -0.6775, -1.4082, -1.3405, -0.7744,-1.6857,-1.9026,-1.7487,-1.7487 | -1.4108 |  7 hr 07 min 
 96   | -1.5090 | -1.3678 | -0.7094, -1.4476, -1.3402, -0.7970,-1.6812,-1.9477,-1.7326,-1.7389 | -1.4243 |  7 hr 12 min 
 97   | -1.5220 | -1.3516 | -0.6712, -1.4443, -1.3447, -0.7211,-1.7094,-1.9305,-1.6633,-1.7568 | -1.4052 |  7 hr 16 min 
 98   | -1.4923 | -1.3147 | -0.6823, -1.4253, -1.3476, -0.7400,-1.6916,-1.9216,-1.3693,-1.5541 | -1.3415 |  7 hr 21 min 
 99  * | -1.5165 | -1.3742 | -0.6899, -1.4570, -1.3577, -0.8237,-1.7250,-1.9066,-1.7847,-1.7500 | -1.4368 |  7 hr 25 min 
 100  | -1.5282 | -1.3422 | -0.6925, -1.4364, -1.3126, -0.5517,-1.7043,-1.9285,-1.7074,-1.7078 | -1.3801 |  7 hr 30 min 
 101  | -1.5251 | -1.3429 | -0.6149, -1.4305, -1.3535, -0.8640,-1.6702,-1.9167,-1.7242,-1.7573 | -1.4164 |  7 hr 34 min 
 102  | -1.5114 | -1.3696 | -0.6890, -1.4500, -1.3515, -0.8144,-1.7203,-1.9491,-1.7427,-1.7624 | -1.4349 |  7 hr 39 min 
 103  | -1.5382 | -1.3685 | -0.7169, -1.4519, -1.3486, -0.8726,-1.7012,-1.9541,-1.6151,-1.7535 | -1.4267 |  7 hr 43 min 
 104  | -1.5426 | -1.3566 | -0.6636, -1.4612, -1.3632, -0.4103,-1.7130,-1.9381,-1.6919,-1.7483 | -1.3737 |  7 hr 48 min 
 105  | -1.5443 | -1.3693 | -0.7118, -1.4447, -1.3555, -0.8140,-1.7150,-1.9634,-1.6292,-1.7481 | -1.4227 |  7 hr 52 min 
 106  | -1.5477 | -1.3647 | -0.7172, -1.4479, -1.3209, -0.8679,-1.6941,-1.9213,-1.7813,-1.7144 | -1.4331 |  7 hr 56 min 
 107 * | -1.5501 | -1.3816 | -0.7146, -1.4515, -1.3539, -0.8771,-1.6982,-1.9414,-1.7975,-1.7413 | -1.4470 |  8 hr 01 min 
 108  | -1.5554 | -1.3824 | -0.7183, -1.4654, -1.3614, -0.8345,-1.7231,-1.9515,-1.7161,-1.7519 | -1.4403 |  8 hr 05 min 
 109  | -1.5567 | -1.3785 | -0.7137, -1.4361, -1.3687, -0.8794,-1.6970,-1.9683,-1.7211,-1.7391 | -1.4404 |  8 hr 10 min 
 110  | -1.5489 | -1.3382 | -0.6639, -1.4354, -1.3152, -0.6912,-1.6790,-1.9155,-1.7892,-1.6893 | -1.3973 |  8 hr 14 min 
 111  | -1.5597 | -1.3754 | -0.7182, -1.4503, -1.3620, -0.8656,-1.7224,-1.9632,-1.6529,-1.7368 | -1.4339 |  8 hr 19 min 
 112  | -1.5656 | -1.3724 | -0.6797, -1.4544, -1.3614, -0.8393,-1.7377,-1.9655,-1.7965,-1.7161 | -1.4438 |  8 hr 23 min 
 113  | -1.5655 | -1.3813 | -0.7275, -1.4631, -1.3573, -0.5361,-1.7322,-1.9454,-1.7338,-1.7580 | -1.4067 |  8 hr 28 min 
 114  | -1.5471 | -1.3828 | -0.7322, -1.4544, -1.3536, -0.7543,-1.7297,-1.9247,-1.7951,-1.7314 | -1.4344 |  8 hr 32 min 
 115 * | -1.5656 | -1.3871 | -0.6927, -1.4649, -1.3769, -0.8778,-1.7382,-1.9413,-1.7758,-1.7808 | -1.4560 |  8 hr 37 min 
 116  | -1.5745 | -1.3797 | -0.7069, -1.4575, -1.3629, -0.7495,-1.7254,-1.9530,-1.7698,-1.7346 | -1.4324 |  8 hr 41 min 
 117 * | -1.5749 | -1.3940 | -0.7189, -1.4517, -1.3746, -0.8895,-1.7230,-1.9335,-1.8173,-1.7923 | -1.4626 |  8 hr 46 min 
 118  | -1.5766 | -1.3600 | -0.7287, -1.4144, -1.3249, -0.9030,-1.7426,-1.9451,-1.7360,-1.6635 | -1.4323 |  8 hr 50 min 
 119  | -1.5799 | -1.3779 | -0.6773, -1.4439, -1.3731, -0.8627,-1.7345,-1.9315,-1.7988,-1.7759 | -1.4497 |  8 hr 55 min 
 120 * | -1.5804 | -1.4005 | -0.7410, -1.4745, -1.3678, -0.9068,-1.7456,-1.9523,-1.8052,-1.7360 | -1.4662 |  8 hr 59 min 
 121  | -1.5824 | -1.3921 | -0.7062, -1.4709, -1.3748, -0.8819,-1.7157,-1.9766,-1.8012,-1.7740 | -1.4627 |  9 hr 04 min 
 122  | -1.5832 | -1.4016 | -0.7367, -1.4765, -1.3653, -0.7576,-1.7464,-1.9311,-1.8203,-1.7880 | -1.4527 |  9 hr 08 min 
 123  | -1.5742 | -1.3945 | -0.7162, -1.4631, -1.3733, -0.8428,-1.7062,-1.9586,-1.8086,-1.7598 | -1.4536 |  9 hr 13 min 
 124  | -1.5332 | -1.3851 | -0.7185, -1.4626, -1.3630, -0.6811,-1.7281,-1.9330,-1.8215,-1.7272 | -1.4294 |  9 hr 17 min 
 125  | -1.5568 | -1.3504 | -0.6272, -1.4262, -1.3559, -0.7690,-1.6790,-1.9391,-1.8088,-1.7786 | -1.4230 |  9 hr 21 min 
 126  | -1.5791 | -1.3899 | -0.7026, -1.4762, -1.3709, -0.8606,-1.7462,-1.9665,-1.7705,-1.7838 | -1.4597 |  9 hr 26 min 
 127  | -1.5909 | -1.3893 | -0.7227, -1.4726, -1.3725, -0.8010,-1.6918,-1.9741,-1.7436,-1.7351 | -1.4392 |  9 hr 30 min 
 128  | -1.5926 | -1.3990 | -0.7185, -1.4808, -1.3773, -0.9018,-1.7035,-1.9585,-1.7747,-1.7604 | -1.4594 |  9 hr 35 min 
 129  | -1.5942 | -1.4059 | -0.7329, -1.4695, -1.3775, -0.7503,-1.7479,-1.9413,-1.8357,-1.7999 | -1.4569 |  9 hr 39 min 
 130  | -1.5966 | -1.3730 | -0.6415, -1.4724, -1.3774, -0.8282,-1.7276,-1.9723,-1.7988,-1.7850 | -1.4504 |  9 hr 44 min 
 131  | -1.5938 | -1.3827 | -0.7105, -1.4782, -1.3601, -0.6383,-1.7279,-1.8958,-1.7695,-1.7436 | -1.4155 |  9 hr 48 min 
 132 * | -1.5991 | -1.4086 | -0.7323, -1.4710, -1.3943, -0.8932,-1.7528,-1.9804,-1.8225,-1.7570 | -1.4755 |  9 hr 53 min 
 133  | -1.5961 | -1.3995 | -0.7373, -1.4785, -1.3617, -0.6894,-1.7437,-1.9701,-1.8293,-1.7906 | -1.4501 |  9 hr 57 min 
 134 * | -1.6036 | -1.4164 | -0.7367, -1.4698, -1.4013, -0.9469,-1.7408,-1.9775,-1.8079,-1.7943 | -1.4844 | 10 hr 02 min 
 135  | -1.5991 | -1.3879 | -0.7254, -1.4791, -1.3849, -0.6235,-1.7564,-1.9732,-1.6564,-1.7611 | -1.4200 | 10 hr 06 min 
 136  | -1.6054 | -1.4031 | -0.7163, -1.4898, -1.3864, -0.7453,-1.7386,-1.9613,-1.7589,-1.8126 | -1.4511 | 10 hr 10 min 
 137  | -1.6064 | -1.3956 | -0.6971, -1.4813, -1.3868, -0.8766,-1.7264,-1.9745,-1.7784,-1.7950 | -1.4645 | 10 hr 15 min 
 138  | -1.6111 | -1.3849 | -0.6649, -1.4763, -1.3819, -0.8880,-1.7249,-1.9562,-1.7918,-1.7833 | -1.4584 | 10 hr 19 min 
 139 * | -1.6113 | -1.4111 | -0.7033, -1.4991, -1.3915, -0.9423,-1.7624,-1.9915,-1.8620,-1.7795 | -1.4914 | 10 hr 24 min 
 140  | -1.6116 | -1.3945 | -0.7049, -1.4756, -1.3739, -0.9484,-1.7634,-1.9839,-1.8555,-1.7316 | -1.4796 | 10 hr 28 min 
 141  | -1.5857 | -1.3768 | -0.6725, -1.4733, -1.3769, -0.8115,-1.7416,-1.9539,-1.7831,-1.6992 | -1.4390 | 10 hr 33 min 
 142  | -1.6017 | -1.3766 | -0.6910, -1.4594, -1.3456, -0.8348,-1.7182,-1.9619,-1.8324,-1.7942 | -1.4547 | 10 hr 37 min 
 143  | -1.6149 | -1.4193 | -0.7340, -1.4891, -1.3959, -0.8986,-1.7407,-1.9715,-1.8762,-1.8127 | -1.4898 | 10 hr 42 min 
 144  | -1.6180 | -1.4035 | -0.6915, -1.4981, -1.3951, -0.7771,-1.7508,-1.9897,-1.8232,-1.8104 | -1.4670 | 10 hr 46 min 
 145 * | -1.6187 | -1.4230 | -0.7510, -1.4819, -1.3958, -0.8954,-1.7776,-1.9876,-1.8802,-1.7903 | -1.4950 | 10 hr 50 min 
 146  | -1.6193 | -1.4201 | -0.7546, -1.4920, -1.3831, -0.9183,-1.7417,-1.9772,-1.8509,-1.7885 | -1.4883 | 10 hr 55 min 
 147  | -1.6219 | -1.3991 | -0.6823, -1.4971, -1.3916, -0.8978,-1.7350,-1.9800,-1.8136,-1.7856 | -1.4729 | 10 hr 59 min 
 148  | -1.6238 | -1.4226 | -0.7434, -1.4907, -1.3946, -0.9157,-1.7663,-1.9898,-1.8428,-1.8038 | -1.4934 | 11 hr 04 min 
 149  | -1.6246 | -1.3937 | -0.6818, -1.4826, -1.3989, -0.7907,-1.7702,-1.9906,-1.8260,-1.7279 | -1.4586 | 11 hr 08 min 
 150  | -1.6270 | -1.4116 | -0.7142, -1.4894, -1.3933, -0.8713,-1.7792,-1.9884,-1.8390,-1.7812 | -1.4820 | 11 hr 13 min 
 151  | -1.6250 | -1.4144 | -0.7190, -1.4802, -1.4006, -0.8365,-1.7819,-1.9677,-1.8588,-1.7968 | -1.4802 | 11 hr 17 min 
 152  | -1.6299 | -1.3992 | -0.6743, -1.4919, -1.4037, -0.8409,-1.7475,-1.9990,-1.8268,-1.7673 | -1.4689 | 11 hr 22 min 
 153 * | -1.6318 | -1.4198 | -0.7245, -1.4939, -1.3997, -0.9303,-1.7608,-1.9733,-1.8496,-1.8332 | -1.4956 | 11 hr 26 min 
 154  | -1.6301 | -1.4137 | -0.7204, -1.4958, -1.3951, -0.9498,-1.7695,-1.9848,-1.8002,-1.8040 | -1.4900 | 11 hr 31 min 
 155  | -1.6322 | -1.4000 | -0.7300, -1.5038, -1.3657, -0.9172,-1.7489,-1.9898,-1.7545,-1.7618 | -1.4715 | 11 hr 35 min 
 156  | -1.6354 | -1.4181 | -0.7350, -1.5054, -1.3993, -0.8818,-1.7781,-1.9932,-1.7789,-1.7968 | -1.4836 | 11 hr 40 min 
 157  | -1.6392 | -1.4232 | -0.7214, -1.4983, -1.4088, -0.8798,-1.7420,-2.0006,-1.8652,-1.8002 | -1.4895 | 11 hr 44 min 
 158  | -1.6385 | -1.4286 | -0.7323, -1.5026, -1.4103, -0.8352,-1.7602,-1.9916,-1.8806,-1.8032 | -1.4895 | 11 hr 49 min 
