Namespace(bs=48, fold=0, gpu=3, lr=5e-05, name='0817-fine')
~~~~~~~~~~~~ fold 0 ~~~~~~~~~~~~
raw train:68002 -- raw val:17001
train:68002 --- val:17001
load pre-trained done.....
epoch | train loss |  valid loss |  1JHC,   2JHC,   3JHC,   1JHN,   2JHN,   3JHN,   2JHH,   3JHH  |  log_mae  |  time 
 160  | -1.8568 | -1.8291 | -1.0702, -1.8912, -1.7851, -1.3678,-1.1555,-1.9251,-2.2086,-2.2243 | -1.7035 | 12 hr 08 min 
 161  | -1.8587 | -1.8294 | -1.0682, -1.8902, -1.7878, -1.3857,-1.1668,-1.9264,-2.1941,-2.2160 | -1.7044 | 12 hr 13 min 
 162  | -1.8594 | -1.8196 | -1.0479, -1.8971, -1.7835, -1.3666,-1.1681,-1.9243,-2.1748,-2.2040 | -1.6958 | 12 hr 17 min 
 163  | -1.8590 | -1.8274 | -1.0722, -1.8919, -1.7829, -1.3425,-1.1631,-1.9296,-2.1908,-2.2105 | -1.6980 | 12 hr 22 min 
 164  | -1.8592 | -1.8274 | -1.0608, -1.8975, -1.7798, -1.3719,-1.1828,-1.9243,-2.2025,-2.2231 | -1.7053 | 12 hr 26 min 
 165  | -1.8595 | -1.8300 | -1.0742, -1.9025, -1.7794, -1.3677,-1.1550,-1.9284,-2.1869,-2.2157 | -1.7012 | 12 hr 30 min 
 166  | -1.8590 | -1.8271 | -1.0683, -1.9060, -1.7857, -1.3503,-1.1624,-1.9180,-2.1601,-2.2106 | -1.6952 | 12 hr 35 min 
 167  | -1.8593 | -1.8253 | -1.0580, -1.8938, -1.7865, -1.3687,-1.1832,-1.9197,-2.1930,-2.2170 | -1.7025 | 12 hr 39 min 
 168  | -1.8603 | -1.8308 | -1.0676, -1.9041, -1.7847, -1.3625,-1.1852,-1.9310,-2.1956,-2.2095 | -1.7050 | 12 hr 44 min 
 169  | -1.8607 | -1.8223 | -1.0498, -1.9030, -1.7849, -1.3677,-1.1738,-1.9194,-2.2065,-2.2077 | -1.7016 | 12 hr 48 min 
 170  | -1.8607 | -1.8216 | -1.0520, -1.8982, -1.7847, -1.3495,-1.1820,-1.9179,-2.1785,-2.2087 | -1.6964 | 12 hr 53 min 
 171  | -1.8604 | -1.8325 | -1.0702, -1.9074, -1.7905, -1.3743,-1.1628,-1.9222,-2.1811,-2.2188 | -1.7034 | 12 hr 58 min 
 172  | -1.8611 | -1.8186 | -1.0559, -1.8970, -1.7746, -1.3536,-1.1608,-1.9239,-2.1809,-2.2140 | -1.6951 | 13 hr 02 min 
 173  | -1.8612 | -1.8257 | -1.0677, -1.9028, -1.7836, -1.3696,-1.1711,-1.9169,-2.1551,-2.2113 | -1.6972 | 13 hr 07 min 
 174  | -1.8611 | -1.8359 | -1.0791, -1.9001, -1.7872, -1.3824,-1.1636,-1.9177,-2.2041,-2.2177 | -1.7065 | 13 hr 11 min 
 175  | -1.8609 | -1.8156 | -1.0517, -1.8981, -1.7774, -1.3750,-1.1516,-1.9183,-2.1519,-2.2087 | -1.6916 | 13 hr 16 min 
 176  | -1.8622 | -1.8260 | -1.0612, -1.8938, -1.7882, -1.3767,-1.1586,-1.9157,-2.1876,-2.2145 | -1.6995 | 13 hr 20 min 
 177  | -1.8615 | -1.8269 | -1.0611, -1.9018, -1.7823, -1.3838,-1.1618,-1.9176,-2.2016,-2.2196 | -1.7037 | 13 hr 25 min 
 178  | -1.8615 | -1.8326 | -1.0733, -1.9018, -1.7832, -1.3683,-1.1618,-1.9197,-2.2011,-2.2202 | -1.7037 | 13 hr 29 min 
 179  | -1.8627 | -1.8224 | -1.0515, -1.8933, -1.7833, -1.3567,-1.1633,-1.9241,-2.1953,-2.2131 | -1.6976 | 13 hr 34 min 
 180  | -1.8629 | -1.8313 | -1.0726, -1.8994, -1.7856, -1.3880,-1.1672,-1.9186,-2.2043,-2.2116 | -1.7059 | 13 hr 38 min 
 181  | -1.8637 | -1.8272 | -1.0589, -1.8977, -1.7881, -1.3770,-1.1612,-1.9182,-2.2069,-2.2217 | -1.7037 | 13 hr 42 min 
 182  | -1.8630 | -1.8277 | -1.0751, -1.9003, -1.7794, -1.3837,-1.1528,-1.9165,-2.1752,-2.2103 | -1.6992 | 13 hr 47 min 
 183  | -1.8642 | -1.8322 | -1.0720, -1.9022, -1.7837, -1.3788,-1.1605,-1.9198,-2.2015,-2.2136 | -1.7040 | 13 hr 51 min 
 184 * | -1.8644 | -1.8395 | -1.0762, -1.9065, -1.7932, -1.3767,-1.1750,-1.9226,-2.2070,-2.2280 | -1.7107 | 13 hr 56 min 
 185  | -1.8648 | -1.8246 | -1.0577, -1.8959, -1.7815, -1.3771,-1.1665,-1.9255,-2.1977,-2.2177 | -1.7024 | 14 hr 01 min 
 186  | -1.8640 | -1.8224 | -1.0566, -1.8961, -1.7831, -1.3631,-1.1500,-1.9333,-2.1905,-2.2009 | -1.6967 | 14 hr 05 min 
 187  | -1.8650 | -1.8189 | -1.0488, -1.8959, -1.7809, -1.3602,-1.1801,-1.9206,-2.1827,-2.2215 | -1.6988 | 14 hr 10 min 
 188  | -1.8653 | -1.8240 | -1.0620, -1.8961, -1.7801, -1.3854,-1.1747,-1.9154,-2.1978,-2.2104 | -1.7027 | 14 hr 14 min 
 189  | -1.8660 | -1.8244 | -1.0529, -1.8990, -1.7852, -1.3611,-1.1831,-1.9190,-2.1999,-2.2084 | -1.7011 | 14 hr 19 min 
 190  | -1.8660 | -1.8304 | -1.0700, -1.9051, -1.7849, -1.3802,-1.1769,-1.9185,-2.2009,-2.2094 | -1.7057 | 14 hr 23 min 
 191  | -1.8668 | -1.8229 | -1.0524, -1.9008, -1.7848, -1.3762,-1.1656,-1.9219,-2.2052,-2.2020 | -1.7011 | 14 hr 28 min 
 192  | -1.8670 | -1.8177 | -1.0424, -1.8995, -1.7778, -1.3737,-1.1688,-1.9217,-2.1907,-2.2171 | -1.6989 | 14 hr 32 min 
 193  | -1.8677 | -1.8285 | -1.0698, -1.8962, -1.7836, -1.3901,-1.1640,-1.9201,-2.2034,-2.2122 | -1.7049 | 14 hr 37 min 
 194  | -1.8682 | -1.8327 | -1.0677, -1.8977, -1.7877, -1.3790,-1.1690,-1.9248,-2.2125,-2.2170 | -1.7069 | 14 hr 41 min 
 195  | -1.8684 | -1.8155 | -1.0347, -1.9060, -1.7802, -1.3619,-1.1654,-1.9248,-2.1668,-2.2093 | -1.6936 | 14 hr 46 min 
 196  | -1.8697 | -1.8138 | -1.0411, -1.8889, -1.7701, -1.3788,-1.1735,-1.9177,-2.2081,-2.2200 | -1.6998 | 14 hr 50 min 
 197  | -1.8688 | -1.8228 | -1.0624, -1.9017, -1.7813, -1.3788,-1.1688,-1.9227,-2.1456,-2.2013 | -1.6953 | 14 hr 55 min 
 198  | -1.8699 | -1.8189 | -1.0529, -1.8977, -1.7786, -1.3553,-1.1665,-1.9250,-2.1912,-2.2007 | -1.6960 | 14 hr 59 min 
 199  | -1.8577 | -1.8295 | -1.0619, -1.8977, -1.7866, -1.3879,-1.1601,-1.9248,-2.2075,-2.2152 | -1.7052 | 15 hr 03 min 
