Namespace(bs=48, fold=0, gpu=3, lr=5e-05, name='0817-fine')
~~~~~~~~~~~~ fold 0 ~~~~~~~~~~~~
raw train:68002 -- raw val:17001
train:68002 --- val:17001
load pre-trained done.....
epoch | train loss |  valid loss |  1JHC,   2JHC,   3JHC,   1JHN,   2JHN,   3JHN,   2JHH,   3JHH  |  log_mae  |  time 
 11   | -1.8121 | -1.8031 | -1.0476, -1.8751, -1.7633, -1.3390,-1.1339,-1.9125,-2.1538,-2.1944 | -1.6775 |  0 hr 54 min 
 12   | -1.8125 | -1.8095 | -1.0583, -1.8779, -1.7700, -1.2926,-1.1375,-1.9104,-2.1629,-2.2031 | -1.6766 |  0 hr 58 min 
 13   | -1.8145 | -1.7975 | -1.0311, -1.8758, -1.7644, -1.3415,-1.1500,-1.9116,-2.1597,-2.1926 | -1.6783 |  1 hr 03 min 
 14  * | -1.8149 | -1.8080 | -1.0584, -1.8824, -1.7623, -1.3327,-1.1363,-1.9141,-2.1539,-2.2035 | -1.6804 |  1 hr 07 min 
 15   | -1.8141 | -1.8007 | -1.0297, -1.8849, -1.7684, -1.3355,-1.1339,-1.9202,-2.1665,-2.1934 | -1.6791 |  1 hr 12 min 
 16  * | -1.8156 | -1.8130 | -1.0565, -1.8869, -1.7719, -1.3267,-1.1517,-1.9129,-2.1623,-2.1913 | -1.6825 |  1 hr 16 min 
 17  * | -1.8162 | -1.8106 | -1.0561, -1.8868, -1.7655, -1.3526,-1.1386,-1.9149,-2.1715,-2.1953 | -1.6852 |  1 hr 21 min 
 18   | -1.8176 | -1.8053 | -1.0554, -1.8765, -1.7643, -1.3052,-1.1439,-1.9069,-2.1519,-2.2029 | -1.6759 |  1 hr 25 min 
 19   | -1.8184 | -1.7990 | -1.0325, -1.8790, -1.7623, -1.3184,-1.1334,-1.9072,-2.1682,-2.1980 | -1.6749 |  1 hr 30 min 
 20   | -1.8191 | -1.8057 | -1.0445, -1.8773, -1.7651, -1.3393,-1.1413,-1.9121,-2.1729,-2.2022 | -1.6819 |  1 hr 34 min 
 21   | -1.8191 | -1.8064 | -1.0416, -1.8847, -1.7670, -1.3009,-1.1447,-1.9118,-2.1769,-2.2084 | -1.6795 |  1 hr 39 min 
 22   | -1.8201 | -1.8046 | -1.0390, -1.8847, -1.7676, -1.3542,-1.1460,-1.9121,-2.1574,-2.1983 | -1.6824 |  1 hr 43 min 
 23   | -1.8205 | -1.8102 | -1.0456, -1.8846, -1.7774, -1.3455,-1.1419,-1.9189,-2.1662,-2.2004 | -1.6850 |  1 hr 48 min 
 24   | -1.8227 | -1.8019 | -1.0450, -1.8867, -1.7580, -1.3446,-1.1323,-1.9139,-2.1599,-2.1813 | -1.6777 |  1 hr 52 min 
 25  * | -1.8208 | -1.8119 | -1.0529, -1.8859, -1.7644, -1.3523,-1.1625,-1.9089,-2.1790,-2.2025 | -1.6885 |  1 hr 57 min 
 26   | -1.8230 | -1.8062 | -1.0392, -1.8827, -1.7677, -1.3320,-1.1544,-1.9126,-2.1851,-2.2065 | -1.6850 |  2 hr 01 min 
 27   | -1.8226 | -1.8087 | -1.0447, -1.8832, -1.7706, -1.3449,-1.1622,-1.9092,-2.1664,-2.2059 | -1.6859 |  2 hr 06 min 
 28   | -1.8240 | -1.8034 | -1.0276, -1.8873, -1.7742, -1.3405,-1.1501,-1.9146,-2.1784,-2.1956 | -1.6836 |  2 hr 10 min 
 29   | -1.8249 | -1.8110 | -1.0533, -1.8857, -1.7681, -1.3275,-1.1520,-1.9203,-2.1748,-2.2058 | -1.6859 |  2 hr 15 min 
 30   | -1.8248 | -1.8121 | -1.0560, -1.8846, -1.7694, -1.3283,-1.1544,-1.9108,-2.1724,-2.1949 | -1.6838 |  2 hr 19 min 
 31   | -1.8259 | -1.8138 | -1.0558, -1.8885, -1.7745, -1.3450,-1.1595,-1.9143,-2.1693,-2.1898 | -1.6871 |  2 hr 24 min 
 32   | -1.8255 | -1.8095 | -1.0484, -1.8760, -1.7717, -1.3471,-1.1723,-1.9066,-2.1744,-2.2089 | -1.6882 |  2 hr 28 min 
 33   | -1.8270 | -1.8083 | -1.0544, -1.8810, -1.7683, -1.3410,-1.1510,-1.9096,-2.1741,-2.1994 | -1.6848 |  2 hr 33 min 
 34   | -1.8263 | -1.8158 | -1.0596, -1.8887, -1.7739, -1.3547,-1.1536,-1.9182,-2.1704,-2.1869 | -1.6883 |  2 hr 37 min 
 35   | -1.8266 | -1.8118 | -1.0545, -1.8849, -1.7699, -1.3414,-1.1552,-1.9105,-2.1901,-2.1884 | -1.6869 |  2 hr 42 min 
 36   | -1.8271 | -1.8169 | -1.0633, -1.8875, -1.7744, -1.3202,-1.1491,-1.9211,-2.1740,-2.2046 | -1.6868 |  2 hr 46 min 
 37   | -1.8280 | -1.8115 | -1.0524, -1.8840, -1.7726, -1.3361,-1.1497,-1.9162,-2.1743,-2.2045 | -1.6862 |  2 hr 51 min 
 38  * | -1.8275 | -1.8179 | -1.0608, -1.8934, -1.7715, -1.3476,-1.1521,-1.9146,-2.1738,-2.2079 | -1.6902 |  2 hr 55 min 
 39   | -1.8285 | -1.8135 | -1.0478, -1.8941, -1.7747, -1.3435,-1.1535,-1.9183,-2.1798,-2.2019 | -1.6892 |  3 hr 00 min 
 40   | -1.8291 | -1.8147 | -1.0506, -1.8880, -1.7784, -1.3502,-1.1598,-1.9222,-2.1632,-2.2040 | -1.6895 |  3 hr 04 min 
 41   | -1.8298 | -1.8127 | -1.0548, -1.8898, -1.7699, -1.3393,-1.1518,-1.9215,-2.1574,-2.2012 | -1.6857 |  3 hr 09 min 
 42   | -1.8299 | -1.8069 | -1.0478, -1.8844, -1.7694, -1.3303,-1.1659,-1.9190,-2.1382,-2.1946 | -1.6812 |  3 hr 13 min 
 43   | -1.8300 | -1.8129 | -1.0506, -1.8865, -1.7760, -1.3484,-1.1658,-1.9205,-2.1731,-2.1945 | -1.6894 |  3 hr 17 min 
 44   | -1.8301 | -1.8156 | -1.0609, -1.8865, -1.7711, -1.3448,-1.1420,-1.9174,-2.1880,-2.2005 | -1.6889 |  3 hr 22 min 
 45   | -1.8311 | -1.8078 | -1.0404, -1.8865, -1.7730, -1.3662,-1.1439,-1.9152,-2.1514,-2.2007 | -1.6847 |  3 hr 26 min 
 46   | -1.8308 | -1.8127 | -1.0522, -1.8810, -1.7740, -1.3145,-1.1732,-1.9165,-2.1811,-2.2015 | -1.6867 |  3 hr 31 min 
 47  * | -1.8313 | -1.8164 | -1.0545, -1.8878, -1.7772, -1.3532,-1.1448,-1.9145,-2.1931,-2.2092 | -1.6918 |  3 hr 35 min 
 48   | -1.8319 | -1.8119 | -1.0524, -1.8827, -1.7734, -1.3458,-1.1599,-1.9110,-2.1806,-2.2111 | -1.6896 |  3 hr 40 min 
 49  * | -1.8324 | -1.8189 | -1.0597, -1.8902, -1.7784, -1.3550,-1.1499,-1.9223,-2.1750,-2.2106 | -1.6926 |  3 hr 44 min 
 50   | -1.8335 | -1.8176 | -1.0590, -1.8875, -1.7791, -1.3286,-1.1645,-1.9179,-2.1848,-2.2055 | -1.6909 |  3 hr 49 min 
 51  * | -1.8334 | -1.8248 | -1.0689, -1.8951, -1.7834, -1.3485,-1.1454,-1.9170,-2.1865,-2.2100 | -1.6944 |  3 hr 53 min 
 52   | -1.8338 | -1.8166 | -1.0542, -1.8938, -1.7773, -1.3325,-1.1491,-1.9216,-2.1808,-2.2057 | -1.6894 |  3 hr 58 min 
 53   | -1.8333 | -1.8175 | -1.0563, -1.8882, -1.7800, -1.3591,-1.1377,-1.9167,-2.1784,-2.1987 | -1.6894 |  4 hr 02 min 
 54   | -1.8339 | -1.8116 | -1.0452, -1.8863, -1.7752, -1.3427,-1.1502,-1.9188,-2.1674,-2.2093 | -1.6869 |  4 hr 07 min 
 55  * | -1.8345 | -1.8216 | -1.0602, -1.8947, -1.7798, -1.3542,-1.1686,-1.9178,-2.1937,-2.2126 | -1.6977 |  4 hr 11 min 
 56   | -1.8344 | -1.8212 | -1.0574, -1.8981, -1.7830, -1.3564,-1.1617,-1.9228,-2.1622,-2.2056 | -1.6934 |  4 hr 15 min 
 57   | -1.8351 | -1.8280 | -1.0741, -1.9021, -1.7837, -1.3234,-1.1605,-1.9178,-2.1830,-2.2179 | -1.6953 |  4 hr 20 min 
 58   | -1.8354 | -1.8238 | -1.0690, -1.8950, -1.7770, -1.3553,-1.1544,-1.9222,-2.1749,-2.2135 | -1.6952 |  4 hr 24 min 
 59   | -1.8359 | -1.8104 | -1.0433, -1.8901, -1.7703, -1.3513,-1.1633,-1.9217,-2.1777,-2.1929 | -1.6888 |  4 hr 29 min 
 60   | -1.8359 | -1.8111 | -1.0483, -1.8888, -1.7732, -1.3440,-1.1587,-1.9219,-2.1724,-2.1964 | -1.6880 |  4 hr 33 min 
 61   | -1.8362 | -1.8206 | -1.0610, -1.8973, -1.7812, -1.3304,-1.1550,-1.9161,-2.1783,-2.2060 | -1.6907 |  4 hr 38 min 
 62   | -1.8362 | -1.8196 | -1.0614, -1.8856, -1.7782, -1.3662,-1.1521,-1.9227,-2.1781,-2.2105 | -1.6944 |  4 hr 42 min 
 63   | -1.8366 | -1.8171 | -1.0567, -1.8917, -1.7747, -1.3591,-1.1570,-1.9237,-2.1863,-2.2129 | -1.6953 |  4 hr 47 min 
 64   | -1.8369 | -1.8177 | -1.0572, -1.8954, -1.7761, -1.3616,-1.1557,-1.9221,-2.1599,-2.2137 | -1.6927 |  4 hr 51 min 
 65   | -1.8372 | -1.8181 | -1.0545, -1.8975, -1.7856, -1.3346,-1.1289,-1.9234,-2.1499,-2.2031 | -1.6847 |  4 hr 56 min 
 66   | -1.8372 | -1.8176 | -1.0547, -1.8990, -1.7783, -1.3658,-1.1514,-1.9160,-2.1642,-2.2009 | -1.6913 |  5 hr 00 min 
 67   | -1.8375 | -1.8106 | -1.0519, -1.8868, -1.7724, -1.3412,-1.1444,-1.9149,-2.1646,-2.1894 | -1.6832 |  5 hr 05 min 
 68   | -1.8384 | -1.8117 | -1.0437, -1.8860, -1.7766, -1.3556,-1.1465,-1.9199,-2.1796,-2.2080 | -1.6895 |  5 hr 09 min 
 69   | -1.8384 | -1.8114 | -1.0355, -1.8976, -1.7766, -1.3396,-1.1686,-1.9139,-2.1677,-2.2114 | -1.6889 |  5 hr 14 min 
 70   | -1.8382 | -1.8174 | -1.0498, -1.8960, -1.7707, -1.3607,-1.1543,-1.9232,-2.1855,-2.2100 | -1.6938 |  5 hr 18 min 
 71   | -1.8384 | -1.8134 | -1.0537, -1.8932, -1.7722, -1.3483,-1.1522,-1.9232,-2.1552,-2.1982 | -1.6870 |  5 hr 23 min 
 72   | -1.8377 | -1.8188 | -1.0575, -1.8919, -1.7766, -1.3553,-1.1709,-1.9172,-2.1862,-2.2093 | -1.6956 |  5 hr 27 min 
 73   | -1.8397 | -1.8134 | -1.0418, -1.8952, -1.7753, -1.3726,-1.1645,-1.9235,-2.1834,-2.2063 | -1.6953 |  5 hr 32 min 
 74   | -1.8392 | -1.8155 | -1.0560, -1.8878, -1.7707, -1.3513,-1.1755,-1.9182,-2.1808,-2.2027 | -1.6929 |  5 hr 36 min 
 75   | -1.8387 | -1.8207 | -1.0615, -1.8907, -1.7775, -1.3553,-1.1675,-1.9223,-2.1738,-2.2102 | -1.6949 |  5 hr 41 min 
 76   | -1.8408 | -1.8198 | -1.0576, -1.8925, -1.7763, -1.3547,-1.1441,-1.9271,-2.1752,-2.2112 | -1.6923 |  5 hr 45 min 
 77  * | -1.8405 | -1.8241 | -1.0654, -1.8967, -1.7788, -1.3709,-1.1618,-1.9260,-2.1783,-2.2130 | -1.6989 |  5 hr 50 min 
 78   | -1.8401 | -1.8021 | -1.0172, -1.8877, -1.7753, -1.3548,-1.1653,-1.9186,-2.1957,-2.1998 | -1.6893 |  5 hr 54 min 
 79   | -1.8395 | -1.8209 | -1.0547, -1.8965, -1.7780, -1.3563,-1.1562,-1.9244,-2.1930,-2.2116 | -1.6963 |  5 hr 59 min 
 80  * | -1.8396 | -1.8280 | -1.0827, -1.8942, -1.7743, -1.3509,-1.1686,-1.9253,-2.1966,-2.2144 | -1.7009 |  6 hr 03 min 
 81   | -1.8411 | -1.8190 | -1.0576, -1.8913, -1.7794, -1.3583,-1.1665,-1.9221,-2.1822,-2.2121 | -1.6962 |  6 hr 08 min 
 82   | -1.8418 | -1.8165 | -1.0459, -1.8924, -1.7782, -1.3631,-1.1545,-1.9226,-2.1895,-2.2105 | -1.6946 |  6 hr 12 min 
 83  * | -1.8425 | -1.8271 | -1.0655, -1.8994, -1.7867, -1.3771,-1.1586,-1.9221,-2.1880,-2.2106 | -1.7010 |  6 hr 17 min 
 84   | -1.8422 | -1.8134 | -1.0470, -1.8939, -1.7722, -1.3511,-1.1670,-1.9217,-2.1953,-2.1987 | -1.6933 |  6 hr 21 min 
 85   | -1.8417 | -1.8236 | -1.0639, -1.8970, -1.7791, -1.3727,-1.1501,-1.9167,-2.1887,-2.2105 | -1.6973 |  6 hr 26 min 
 86   | -1.8421 | -1.8281 | -1.0721, -1.8956, -1.7840, -1.3681,-1.1602,-1.9237,-2.1883,-2.2044 | -1.6995 |  6 hr 32 min 
 87   | -1.8427 | -1.8119 | -1.0442, -1.8876, -1.7771, -1.3562,-1.1607,-1.9222,-2.1762,-2.2055 | -1.6912 |  6 hr 38 min 
 88   | -1.8422 | -1.8152 | -1.0570, -1.8826, -1.7767, -1.3733,-1.1627,-1.9135,-2.1956,-2.1919 | -1.6942 |  6 hr 42 min 
 89   | -1.8426 | -1.8170 | -1.0513, -1.8946, -1.7812, -1.3421,-1.1522,-1.9170,-2.1887,-2.2057 | -1.6916 |  6 hr 47 min 
 90   | -1.8431 | -1.8123 | -1.0515, -1.8912, -1.7715, -1.3636,-1.1717,-1.9163,-2.1618,-2.2021 | -1.6912 |  6 hr 51 min 
 91   | -1.8426 | -1.8175 | -1.0538, -1.8912, -1.7723, -1.3538,-1.1575,-1.9253,-2.1915,-2.2099 | -1.6944 |  6 hr 56 min 
 92   | -1.8434 | -1.8059 | -1.0401, -1.8831, -1.7665, -1.3408,-1.1475,-1.9271,-2.1698,-2.2034 | -1.6848 |  7 hr 00 min 
 93   | -1.8439 | -1.8220 | -1.0579, -1.8968, -1.7850, -1.3686,-1.1600,-1.9180,-2.1784,-2.2195 | -1.6980 |  7 hr 05 min 
 94   | -1.8448 | -1.8252 | -1.0652, -1.8944, -1.7832, -1.3542,-1.1592,-1.9258,-2.1958,-2.2093 | -1.6984 |  7 hr 09 min 
 95   | -1.8444 | -1.8270 | -1.0682, -1.9013, -1.7836, -1.3344,-1.1553,-1.9262,-2.1951,-2.2169 | -1.6976 |  7 hr 13 min 
 96   | -1.8443 | -1.8200 | -1.0506, -1.8952, -1.7817, -1.3483,-1.1564,-1.9212,-2.1999,-2.2118 | -1.6956 |  7 hr 18 min 
 97   | -1.8449 | -1.8217 | -1.0567, -1.8954, -1.7817, -1.3682,-1.1621,-1.9239,-2.2025,-2.2120 | -1.7003 |  7 hr 22 min 
 98   | -1.8452 | -1.8212 | -1.0601, -1.8949, -1.7823, -1.3700,-1.1534,-1.9155,-2.1811,-2.2074 | -1.6956 |  7 hr 27 min 
 99   | -1.8450 | -1.8225 | -1.0616, -1.8940, -1.7793, -1.3638,-1.1637,-1.9164,-2.1811,-2.2104 | -1.6963 |  7 hr 31 min 
 100  | -1.8452 | -1.8203 | -1.0602, -1.8956, -1.7752, -1.3573,-1.1616,-1.9153,-2.1824,-2.2102 | -1.6947 |  7 hr 36 min 
 101  | -1.8447 | -1.8160 | -1.0534, -1.8927, -1.7728, -1.3756,-1.1524,-1.9203,-2.1801,-2.2095 | -1.6946 |  7 hr 40 min 
 102  | -1.8458 | -1.8226 | -1.0557, -1.9007, -1.7789, -1.3793,-1.1420,-1.9212,-2.1962,-2.2151 | -1.6986 |  7 hr 45 min 
 103  | -1.8468 | -1.8206 | -1.0548, -1.8940, -1.7835, -1.3703,-1.1557,-1.9201,-2.1793,-2.2111 | -1.6961 |  7 hr 49 min 
 104 * | -1.8458 | -1.8235 | -1.0643, -1.8999, -1.7728, -1.3868,-1.1658,-1.9263,-2.1853,-2.2083 | -1.7012 |  7 hr 54 min 
 105  | -1.8465 | -1.8157 | -1.0507, -1.8924, -1.7733, -1.3625,-1.1579,-1.9212,-2.1907,-2.2110 | -1.6950 |  7 hr 58 min 
 106  | -1.8468 | -1.8202 | -1.0549, -1.8967, -1.7747, -1.3673,-1.1654,-1.9198,-2.1945,-2.2167 | -1.6988 |  8 hr 03 min 
 107  | -1.8471 | -1.8203 | -1.0536, -1.8897, -1.7795, -1.3651,-1.1674,-1.9178,-2.1976,-2.2138 | -1.6981 |  8 hr 07 min 
 108  | -1.8471 | -1.8249 | -1.0631, -1.8974, -1.7806, -1.3676,-1.1663,-1.9234,-2.1706,-2.2116 | -1.6976 |  8 hr 12 min 
 109  | -1.8467 | -1.8290 | -1.0664, -1.8990, -1.7822, -1.3570,-1.1645,-1.9180,-2.2036,-2.2182 | -1.7011 |  8 hr 16 min 
 110  | -1.8471 | -1.8249 | -1.0605, -1.8952, -1.7807, -1.3316,-1.1685,-1.9198,-2.1987,-2.2100 | -1.6956 |  8 hr 21 min 
 111 * | -1.8475 | -1.8286 | -1.0672, -1.9022, -1.7805, -1.3878,-1.1508,-1.9264,-2.1935,-2.2166 | -1.7031 |  8 hr 25 min 
 112  | -1.8477 | -1.8237 | -1.0566, -1.8946, -1.7813, -1.3638,-1.1835,-1.9233,-2.1983,-2.2205 | -1.7027 |  8 hr 30 min 
 113  | -1.8485 | -1.8226 | -1.0540, -1.9029, -1.7836, -1.3661,-1.1598,-1.9282,-2.1871,-2.2122 | -1.6993 |  8 hr 34 min 
 114  | -1.8479 | -1.8223 | -1.0529, -1.8989, -1.7851, -1.3761,-1.1723,-1.9206,-2.1769,-2.2161 | -1.6999 |  8 hr 39 min 
 115  | -1.8484 | -1.8281 | -1.0591, -1.9073, -1.7867, -1.3672,-1.1581,-1.9205,-2.2042,-2.2197 | -1.7028 |  8 hr 43 min 
 116  | -1.8502 | -1.8171 | -1.0452, -1.8956, -1.7812, -1.3550,-1.1661,-1.9196,-2.1742,-2.2040 | -1.6926 |  8 hr 48 min 
 117  | -1.8488 | -1.8184 | -1.0456, -1.8944, -1.7873, -1.3738,-1.1526,-1.9152,-2.1767,-2.2193 | -1.6956 |  8 hr 52 min 
 118  | -1.8495 | -1.8226 | -1.0581, -1.8897, -1.7863, -1.3758,-1.1580,-1.9224,-2.2001,-2.2020 | -1.6990 |  8 hr 57 min 
 119 * | -1.8496 | -1.8271 | -1.0655, -1.8951, -1.7805, -1.3860,-1.1924,-1.9272,-2.1964,-2.2153 | -1.7073 |  9 hr 01 min 
 120  | -1.8499 | -1.8263 | -1.0579, -1.9014, -1.7842, -1.3750,-1.1677,-1.9211,-2.1996,-2.2120 | -1.7024 |  9 hr 06 min 
 121  | -1.8492 | -1.8252 | -1.0597, -1.8994, -1.7835, -1.3917,-1.1767,-1.9268,-2.1969,-2.2184 | -1.7066 |  9 hr 10 min 
 122  | -1.8495 | -1.8276 | -1.0627, -1.8996, -1.7835, -1.3883,-1.1825,-1.9249,-2.1945,-2.2192 | -1.7069 |  9 hr 15 min 
 123  | -1.8496 | -1.8265 | -1.0670, -1.8973, -1.7783, -1.3776,-1.1782,-1.9212,-2.1980,-2.2087 | -1.7033 |  9 hr 19 min 
 124  | -1.8501 | -1.8193 | -1.0509, -1.8904, -1.7799, -1.3794,-1.1767,-1.9202,-2.1934,-2.2096 | -1.7001 |  9 hr 24 min 
 125  | -1.8508 | -1.8253 | -1.0655, -1.8924, -1.7851, -1.3528,-1.1792,-1.9250,-2.1929,-2.2040 | -1.6996 |  9 hr 28 min 
 126  | -1.8507 | -1.8242 | -1.0649, -1.8948, -1.7750, -1.3803,-1.1901,-1.9278,-2.1969,-2.2051 | -1.7044 |  9 hr 33 min 
 127  | -1.8506 | -1.8182 | -1.0440, -1.8906, -1.7834, -1.3809,-1.1823,-1.9244,-2.1904,-2.2049 | -1.7001 |  9 hr 37 min 
 128  | -1.8514 | -1.8182 | -1.0373, -1.8975, -1.7874, -1.3760,-1.1733,-1.9214,-2.2002,-2.2148 | -1.7010 |  9 hr 42 min 
 129  | -1.8515 | -1.8203 | -1.0594, -1.8958, -1.7750, -1.3646,-1.1646,-1.9256,-2.1912,-2.1977 | -1.6968 |  9 hr 46 min 
 130  | -1.8514 | -1.8202 | -1.0473, -1.8941, -1.7798, -1.3732,-1.1777,-1.9268,-2.1967,-2.2151 | -1.7013 |  9 hr 51 min 
 131  | -1.8503 | -1.8213 | -1.0563, -1.8947, -1.7779, -1.3460,-1.1721,-1.9246,-2.1911,-2.2112 | -1.6968 |  9 hr 55 min 
 132  | -1.8518 | -1.8262 | -1.0641, -1.8957, -1.7755, -1.3450,-1.1683,-1.9280,-2.1973,-2.2163 | -1.6988 |  9 hr 59 min 
 133  | -1.8529 | -1.8213 | -1.0578, -1.8886, -1.7797, -1.3824,-1.1847,-1.9174,-2.1892,-2.2031 | -1.7004 | 10 hr 04 min 
 134  | -1.8529 | -1.8267 | -1.0666, -1.8929, -1.7796, -1.3586,-1.1754,-1.9232,-2.1992,-2.2151 | -1.7013 | 10 hr 08 min 
 135  | -1.8524 | -1.8190 | -1.0526, -1.8916, -1.7773, -1.3508,-1.1842,-1.9161,-2.1953,-2.2075 | -1.6969 | 10 hr 13 min 
 136  | -1.8533 | -1.8171 | -1.0510, -1.8923, -1.7797, -1.3637,-1.1850,-1.9152,-2.1698,-2.2092 | -1.6957 | 10 hr 17 min 
 137  | -1.8525 | -1.8237 | -1.0659, -1.8973, -1.7819, -1.3847,-1.1845,-1.9215,-2.1437,-2.2075 | -1.6984 | 10 hr 22 min 
 138  | -1.8535 | -1.8304 | -1.0697, -1.9031, -1.7835, -1.3765,-1.1608,-1.9272,-2.1993,-2.2161 | -1.7045 | 10 hr 26 min 
 139  | -1.8536 | -1.8275 | -1.0622, -1.8944, -1.7858, -1.3695,-1.1727,-1.9223,-2.2060,-2.2217 | -1.7043 | 10 hr 31 min 
 140  | -1.8535 | -1.8293 | -1.0733, -1.8993, -1.7816, -1.3852,-1.1748,-1.9217,-2.1750,-2.2178 | -1.7036 | 10 hr 35 min 
 141  | -1.8537 | -1.8272 | -1.0701, -1.8993, -1.7807, -1.3796,-1.1688,-1.9222,-2.1955,-2.2095 | -1.7032 | 10 hr 40 min 
 142 * | -1.8539 | -1.8357 | -1.0764, -1.8996, -1.7912, -1.3767,-1.1696,-1.9215,-2.2033,-2.2257 | -1.7080 | 10 hr 44 min 
 143  | -1.8525 | -1.8302 | -1.0695, -1.8989, -1.7861, -1.3697,-1.1771,-1.9258,-2.2020,-2.2172 | -1.7058 | 10 hr 49 min 
 144  | -1.8552 | -1.8205 | -1.0447, -1.8952, -1.7873, -1.3718,-1.1847,-1.9254,-2.1893,-2.2133 | -1.7015 | 10 hr 53 min 
 145  | -1.8548 | -1.8275 | -1.0702, -1.9016, -1.7881, -1.3693,-1.1692,-1.9250,-2.1699,-2.2013 | -1.6993 | 10 hr 58 min 
 146  | -1.8553 | -1.8214 | -1.0483, -1.9008, -1.7820, -1.3455,-1.1434,-1.9298,-2.1984,-2.2149 | -1.6954 | 11 hr 02 min 
 147  | -1.8545 | -1.8222 | -1.0544, -1.8978, -1.7816, -1.3643,-1.1857,-1.9242,-2.1823,-2.2113 | -1.7002 | 11 hr 07 min 
 148  | -1.8553 | -1.8250 | -1.0635, -1.8955, -1.7818, -1.3660,-1.1807,-1.9270,-2.1916,-2.2104 | -1.7021 | 11 hr 11 min 
 149  | -1.8549 | -1.8228 | -1.0630, -1.8940, -1.7748, -1.3796,-1.1613,-1.9199,-2.1966,-2.2182 | -1.7009 | 11 hr 16 min 
 150  | -1.8566 | -1.8274 | -1.0672, -1.8961, -1.7784, -1.3789,-1.1863,-1.9234,-2.1836,-2.2112 | -1.7031 | 11 hr 20 min 
 151  | -1.8559 | -1.8288 | -1.0743, -1.9006, -1.7768, -1.3708,-1.1748,-1.9208,-2.1943,-2.2103 | -1.7028 | 11 hr 25 min 
 152  | -1.8559 | -1.8280 | -1.0632, -1.8990, -1.7843, -1.3765,-1.1803,-1.9183,-2.1950,-2.2133 | -1.7037 | 11 hr 29 min 
 153  | -1.8570 | -1.8207 | -1.0563, -1.8938, -1.7774, -1.3569,-1.1967,-1.9181,-2.1779,-2.2163 | -1.6992 | 11 hr 34 min 
 154 * | -1.8566 | -1.8333 | -1.0742, -1.8945, -1.7889, -1.3888,-1.1680,-1.9189,-2.2056,-2.2255 | -1.7080 | 11 hr 38 min 
 155  | -1.8567 | -1.8215 | -1.0528, -1.8983, -1.7860, -1.3450,-1.1731,-1.9213,-2.1755,-2.2088 | -1.6951 | 11 hr 43 min 
 156  | -1.8574 | -1.8299 | -1.0650, -1.9020, -1.7851, -1.3858,-1.1716,-1.9223,-2.1896,-2.2050 | -1.7033 | 11 hr 47 min 
 157  | -1.8575 | -1.8256 | -1.0573, -1.9044, -1.7839, -1.3738,-1.1568,-1.9191,-2.2067,-2.2138 | -1.7020 | 11 hr 52 min 
 158  | -1.8570 | -1.8204 | -1.0667, -1.8967, -1.7747, -1.3431,-1.1776,-1.9205,-2.1913,-2.1911 | -1.6952 | 11 hr 57 min 
 159  | -1.8570 | -1.8294 | -1.0637, -1.9040, -1.7829, -1.3889,-1.1521,-1.9207,-2.2012,-2.2212 | -1.7043 | 12 hr 03 min 
