Namespace(bs=48, fold=2, gpu=5, lr=5e-05, name='0817-fine')
~~~~~~~~~~~~ fold 2 ~~~~~~~~~~~~
raw train:68002 -- raw val:17001
train:68002 --- val:17001
load pre-trained done.....
epoch | train loss |  valid loss |  1JHC,   2JHC,   3JHC,   1JHN,   2JHN,   3JHN,   2JHH,   3JHH  |  log_mae  |  time 
 14   | -1.8408 | -1.5365 | -0.8630, -1.5930, -1.4843, -1.0873,-1.8703,-2.0766,-1.9825,-1.9120 | -1.6086 |  1 hr 07 min 
 15  * | -1.8435 | -1.5419 | -0.8740, -1.5954, -1.4865, -1.0816,-1.8751,-2.0808,-1.9895,-1.9151 | -1.6123 |  1 hr 12 min 
 16   | -1.8435 | -1.5361 | -0.8641, -1.5935, -1.4836, -1.0734,-1.8687,-2.0780,-1.9859,-1.9049 | -1.6065 |  1 hr 16 min 
 17   | -1.8442 | -1.5390 | -0.8673, -1.5941, -1.4852, -1.0825,-1.8726,-2.0799,-1.9893,-1.9157 | -1.6108 |  1 hr 21 min 
 18   | -1.8450 | -1.5376 | -0.8626, -1.5943, -1.4863, -1.0220,-1.8724,-2.0784,-1.9958,-1.9172 | -1.6036 |  1 hr 25 min 
 19   | -1.8455 | -1.5364 | -0.8602, -1.5944, -1.4854, -1.0938,-1.8720,-2.0791,-1.9763,-1.9182 | -1.6099 |  1 hr 29 min 
 20  * | -1.8455 | -1.5408 | -0.8733, -1.5951, -1.4839, -1.0942,-1.8760,-2.0798,-1.9890,-1.9156 | -1.6134 |  1 hr 34 min 
 21   | -1.8453 | -1.5353 | -0.8508, -1.5944, -1.4865, -1.0939,-1.8762,-2.0823,-1.9932,-1.9205 | -1.6122 |  1 hr 38 min 
 22   | -1.8472 | -1.5394 | -0.8674, -1.5953, -1.4852, -1.0666,-1.8729,-2.0832,-1.9936,-1.9161 | -1.6100 |  1 hr 43 min 
 23   | -1.8477 | -1.5409 | -0.8731, -1.5948, -1.4853, -1.0660,-1.8687,-2.0800,-1.9912,-1.9152 | -1.6093 |  1 hr 48 min 
 24   | -1.8484 | -1.5352 | -0.8673, -1.5938, -1.4806, -1.0814,-1.8739,-2.0765,-1.9792,-1.9028 | -1.6069 |  1 hr 52 min 
 25   | -1.8496 | -1.5416 | -0.8710, -1.5949, -1.4877, -1.0884,-1.8732,-2.0793,-1.9946,-1.9132 | -1.6128 |  1 hr 56 min 
 26  * | -1.8498 | -1.5430 | -0.8723, -1.5953, -1.4880, -1.0989,-1.8732,-2.0805,-1.9953,-1.9218 | -1.6157 |  2 hr 01 min 
 27   | -1.8500 | -1.5395 | -0.8648, -1.5942, -1.4875, -1.0895,-1.8728,-2.0780,-1.9929,-1.9172 | -1.6121 |  2 hr 05 min 
 28   | -1.8503 | -1.5365 | -0.8577, -1.5936, -1.4854, -1.0821,-1.8764,-2.0791,-1.9901,-1.9170 | -1.6102 |  2 hr 10 min 
 29   | -1.8531 | -1.5399 | -0.8669, -1.5943, -1.4864, -1.0934,-1.8760,-2.0794,-1.9934,-1.9196 | -1.6137 |  2 hr 14 min 
 30   | -1.8519 | -1.5422 | -0.8734, -1.5958, -1.4878, -1.0927,-1.8767,-2.0826,-1.9940,-1.9127 | -1.6145 |  2 hr 19 min 
 31   | -1.8522 | -1.5406 | -0.8676, -1.5947, -1.4871, -1.1073,-1.8729,-2.0802,-1.9888,-1.9203 | -1.6148 |  2 hr 23 min 
 32   | -1.8527 | -1.5432 | -0.8728, -1.5965, -1.4881, -1.0881,-1.8777,-2.0810,-1.9987,-1.9185 | -1.6152 |  2 hr 28 min 
 33   | -1.8537 | -1.5426 | -0.8700, -1.5970, -1.4882, -1.0665,-1.8773,-2.0804,-1.9966,-1.9203 | -1.6120 |  2 hr 32 min 
 34   | -1.8547 | -1.5405 | -0.8643, -1.5967, -1.4884, -1.0905,-1.8768,-2.0817,-1.9988,-1.9178 | -1.6144 |  2 hr 37 min 
 35   | -1.8557 | -1.5444 | -0.8757, -1.5966, -1.4879, -1.0879,-1.8737,-2.0818,-2.0034,-1.9176 | -1.6156 |  2 hr 41 min 
 36   | -1.8549 | -1.5419 | -0.8768, -1.5937, -1.4841, -1.0927,-1.8743,-2.0744,-1.9893,-1.9176 | -1.6129 |  2 hr 46 min 
 37   | -1.8564 | -1.5454 | -0.8822, -1.5976, -1.4886, -1.0864,-1.8788,-2.0799,-1.9870,-1.9162 | -1.6146 |  2 hr 50 min 
 38  * | -1.8558 | -1.5446 | -0.8734, -1.5980, -1.4892, -1.0979,-1.8764,-2.0820,-1.9971,-1.9197 | -1.6167 |  2 hr 55 min 
 39   | -1.8572 | -1.5418 | -0.8670, -1.5968, -1.4899, -1.0886,-1.8759,-2.0815,-1.9960,-1.9165 | -1.6140 |  2 hr 59 min 
 40   | -1.8567 | -1.5403 | -0.8690, -1.5944, -1.4863, -1.1035,-1.8730,-2.0764,-1.9984,-1.9141 | -1.6144 |  3 hr 04 min 
 41   | -1.8571 | -1.5408 | -0.8677, -1.5961, -1.4879, -1.0988,-1.8723,-2.0747,-1.9908,-1.9185 | -1.6133 |  3 hr 08 min 
 42   | -1.8573 | -1.5419 | -0.8737, -1.5956, -1.4854, -1.0937,-1.8735,-2.0769,-1.9933,-1.9130 | -1.6131 |  3 hr 13 min 
 43   | -1.8583 | -1.5432 | -0.8694, -1.5984, -1.4893, -1.1010,-1.8767,-2.0773,-1.9951,-1.9152 | -1.6153 |  3 hr 17 min 
 44  * | -1.8588 | -1.5447 | -0.8732, -1.5983, -1.4884, -1.0947,-1.8811,-2.0796,-2.0031,-1.9209 | -1.6174 |  3 hr 22 min 
 45   | -1.8600 | -1.5425 | -0.8719, -1.5959, -1.4868, -1.1027,-1.8804,-2.0801,-1.9982,-1.9157 | -1.6165 |  3 hr 26 min 
 46  * | -1.8588 | -1.5459 | -0.8788, -1.5973, -1.4884, -1.1079,-1.8809,-2.0795,-1.9967,-1.9201 | -1.6187 |  3 hr 31 min 
 47   | -1.8597 | -1.5390 | -0.8591, -1.5958, -1.4886, -1.0788,-1.8762,-2.0759,-1.9984,-1.9218 | -1.6118 |  3 hr 35 min 
 48   | -1.8602 | -1.5407 | -0.8608, -1.5991, -1.4874, -1.1083,-1.8788,-2.0795,-2.0016,-1.9228 | -1.6173 |  3 hr 40 min 
 49   | -1.8605 | -1.5416 | -0.8643, -1.5986, -1.4883, -1.1043,-1.8784,-2.0800,-2.0011,-1.9180 | -1.6166 |  3 hr 44 min 
 50   | -1.8616 | -1.5460 | -0.8779, -1.5997, -1.4896, -1.1002,-1.8784,-2.0821,-1.9929,-1.9209 | -1.6177 |  3 hr 48 min 
 51   | -1.8607 | -1.5440 | -0.8726, -1.5982, -1.4882, -1.1067,-1.8783,-2.0800,-1.9966,-1.9237 | -1.6180 |  3 hr 53 min 
 52   | -1.8623 | -1.5449 | -0.8769, -1.5980, -1.4902, -1.0822,-1.8810,-2.0782,-1.9874,-1.9214 | -1.6144 |  3 hr 57 min 
 53   | -1.8624 | -1.5426 | -0.8637, -1.6001, -1.4897, -1.0969,-1.8807,-2.0819,-1.9994,-1.9215 | -1.6167 |  4 hr 02 min 
 54   | -1.8635 | -1.5396 | -0.8625, -1.5947, -1.4882, -1.0896,-1.8765,-2.0807,-2.0013,-1.9132 | -1.6133 |  4 hr 06 min 
 55  * | -1.8627 | -1.5484 | -0.8825, -1.5989, -1.4897, -1.1130,-1.8779,-2.0804,-2.0046,-1.9228 | -1.6212 |  4 hr 11 min 
 56   | -1.8619 | -1.5443 | -0.8717, -1.5983, -1.4907, -1.0894,-1.8818,-2.0807,-1.9983,-1.9219 | -1.6166 |  4 hr 15 min 
 57   | -1.8637 | -1.5454 | -0.8764, -1.5993, -1.4912, -1.1109,-1.8782,-2.0805,-1.9846,-1.9183 | -1.6174 |  4 hr 20 min 
 58   | -1.8632 | -1.5407 | -0.8609, -1.5996, -1.4887, -1.1012,-1.8762,-2.0829,-2.0002,-1.9202 | -1.6162 |  4 hr 24 min 
 59   | -1.8635 | -1.5477 | -0.8774, -1.6002, -1.4910, -1.0904,-1.8788,-2.0813,-2.0021,-1.9272 | -1.6185 |  4 hr 29 min 
 60   | -1.8635 | -1.5412 | -0.8630, -1.5986, -1.4897, -1.0959,-1.8813,-2.0836,-2.0029,-1.9237 | -1.6174 |  4 hr 33 min 
 61   | -1.8643 | -1.5440 | -0.8683, -1.5992, -1.4895, -1.0940,-1.8783,-2.0789,-2.0065,-1.9228 | -1.6172 |  4 hr 37 min 
 62   | -1.8637 | -1.5479 | -0.8794, -1.6002, -1.4907, -1.1002,-1.8793,-2.0833,-2.0034,-1.9245 | -1.6201 |  4 hr 42 min 
 63   | -1.8645 | -1.5427 | -0.8630, -1.5992, -1.4896, -1.1036,-1.8794,-2.0827,-2.0084,-1.9260 | -1.6190 |  4 hr 46 min 
 64   | -1.8660 | -1.5460 | -0.8752, -1.5989, -1.4893, -1.1123,-1.8774,-2.0807,-2.0014,-1.9226 | -1.6197 |  4 hr 51 min 
 65   | -1.8672 | -1.5466 | -0.8756, -1.6000, -1.4899, -1.1063,-1.8792,-2.0835,-1.9964,-1.9247 | -1.6194 |  4 hr 55 min 
 66   | -1.8668 | -1.5455 | -0.8741, -1.6002, -1.4903, -1.1094,-1.8781,-2.0822,-1.9944,-1.9241 | -1.6191 |  5 hr 00 min 
 67   | -1.8667 | -1.5475 | -0.8789, -1.5995, -1.4904, -1.1072,-1.8798,-2.0812,-2.0066,-1.9189 | -1.6203 |  5 hr 04 min 
 68   | -1.8672 | -1.5475 | -0.8774, -1.5998, -1.4908, -1.0888,-1.8767,-2.0799,-2.0085,-1.9258 | -1.6185 |  5 hr 09 min 
 69  * | -1.8684 | -1.5495 | -0.8805, -1.5995, -1.4935, -1.1101,-1.8791,-2.0856,-2.0017,-1.9236 | -1.6217 |  5 hr 13 min 
 70   | -1.8675 | -1.5471 | -0.8798, -1.5990, -1.4894, -1.1107,-1.8795,-2.0798,-2.0054,-1.9179 | -1.6202 |  5 hr 18 min 
 71   | -1.8669 | -1.5429 | -0.8671, -1.5976, -1.4904, -1.0942,-1.8794,-2.0805,-2.0054,-1.9180 | -1.6166 |  5 hr 22 min 
 72   | -1.8681 | -1.5463 | -0.8765, -1.5977, -1.4891, -1.1103,-1.8846,-2.0784,-2.0094,-1.9214 | -1.6209 |  5 hr 27 min 
 73   | -1.8689 | -1.5446 | -0.8685, -1.5977, -1.4900, -1.1127,-1.8813,-2.0806,-2.0089,-1.9241 | -1.6205 |  5 hr 31 min 
 74   | -1.8689 | -1.5472 | -0.8750, -1.5995, -1.4905, -1.1135,-1.8797,-2.0819,-2.0071,-1.9252 | -1.6216 |  5 hr 36 min 
 75  * | -1.8681 | -1.5509 | -0.8851, -1.6025, -1.4910, -1.1055,-1.8812,-2.0766,-2.0076,-1.9251 | -1.6218 |  5 hr 40 min 
 76   | -1.8687 | -1.5470 | -0.8744, -1.6010, -1.4911, -1.1127,-1.8836,-2.0822,-2.0085,-1.9211 | -1.6218 |  5 hr 45 min 
 77   | -1.8691 | -1.5460 | -0.8745, -1.5995, -1.4892, -1.1159,-1.8828,-2.0824,-1.9989,-1.9236 | -1.6209 |  5 hr 49 min 
 78   | -1.8700 | -1.5468 | -0.8778, -1.5983, -1.4914, -1.1029,-1.8815,-2.0851,-1.9975,-1.9215 | -1.6195 |  5 hr 54 min 
 79  * | -1.8694 | -1.5500 | -0.8839, -1.6004, -1.4903, -1.1085,-1.8840,-2.0828,-2.0068,-1.9256 | -1.6228 |  5 hr 58 min 
 80   | -1.8702 | -1.5496 | -0.8835, -1.6007, -1.4913, -1.1099,-1.8821,-2.0812,-2.0012,-1.9234 | -1.6217 |  6 hr 03 min 
 81   | -1.8720 | -1.5443 | -0.8670, -1.6012, -1.4910, -1.0865,-1.8798,-2.0819,-2.0079,-1.9247 | -1.6175 |  6 hr 07 min 
 82   | -1.8704 | -1.5475 | -0.8767, -1.6013, -1.4897, -1.0872,-1.8826,-2.0775,-2.0121,-1.9247 | -1.6190 |  6 hr 12 min 
 83   | -1.8717 | -1.5486 | -0.8836, -1.5992, -1.4888, -1.0864,-1.8789,-2.0801,-2.0074,-1.9246 | -1.6186 |  6 hr 16 min 
 84   | -1.8714 | -1.5453 | -0.8747, -1.6007, -1.4895, -1.0945,-1.8805,-2.0843,-1.9965,-1.9165 | -1.6171 |  6 hr 20 min 
 85   | -1.8709 | -1.5487 | -0.8773, -1.6023, -1.4928, -1.1023,-1.8824,-2.0865,-2.0034,-1.9261 | -1.6216 |  6 hr 26 min 
 86  * | -1.8710 | -1.5476 | -0.8733, -1.6018, -1.4912, -1.1175,-1.8811,-2.0798,-2.0146,-1.9272 | -1.6233 |  6 hr 31 min 
 87   | -1.8718 | -1.5453 | -0.8680, -1.6001, -1.4929, -1.0994,-1.8786,-2.0869,-2.0001,-1.9250 | -1.6189 |  6 hr 37 min 
 88  * | -1.8717 | -1.5497 | -0.8828, -1.6011, -1.4925, -1.1168,-1.8820,-2.0862,-2.0116,-1.9136 | -1.6233 |  6 hr 42 min 
 89   | -1.8729 | -1.5459 | -0.8693, -1.6011, -1.4909, -1.1150,-1.8837,-2.0834,-2.0085,-1.9236 | -1.6219 |  6 hr 46 min 
 90   | -1.8732 | -1.5462 | -0.8683, -1.6016, -1.4917, -1.1048,-1.8849,-2.0839,-2.0135,-1.9256 | -1.6218 |  6 hr 51 min 
 91   | -1.8730 | -1.5485 | -0.8831, -1.5989, -1.4896, -1.1164,-1.8774,-2.0819,-2.0034,-1.9233 | -1.6217 |  6 hr 55 min 
 92   | -1.8725 | -1.5474 | -0.8780, -1.6017, -1.4892, -1.0766,-1.8789,-2.0813,-2.0077,-1.9256 | -1.6174 |  6 hr 59 min 
 93   | -1.8721 | -1.5485 | -0.8798, -1.5971, -1.4902, -1.1117,-1.8856,-2.0797,-2.0111,-1.9280 | -1.6229 |  7 hr 04 min 
 94  * | -1.8732 | -1.5495 | -0.8791, -1.6033, -1.4927, -1.1048,-1.8840,-2.0862,-2.0089,-1.9276 | -1.6233 |  7 hr 08 min 
 95   | -1.8739 | -1.5467 | -0.8732, -1.6011, -1.4931, -1.0694,-1.8830,-2.0824,-2.0023,-1.9259 | -1.6163 |  7 hr 13 min 
 96   | -1.8749 | -1.5476 | -0.8752, -1.6016, -1.4920, -1.0978,-1.8813,-2.0846,-2.0047,-1.9229 | -1.6200 |  7 hr 17 min 
 97   | -1.8748 | -1.5441 | -0.8627, -1.6021, -1.4922, -1.1080,-1.8819,-2.0840,-2.0041,-1.9254 | -1.6200 |  7 hr 22 min 
 98   | -1.8747 | -1.5450 | -0.8756, -1.5991, -1.4869, -1.0997,-1.8748,-2.0800,-2.0076,-1.9174 | -1.6176 |  7 hr 26 min 
 99   | -1.8745 | -1.5514 | -0.8869, -1.6020, -1.4929, -1.1007,-1.8824,-2.0864,-1.9998,-1.9221 | -1.6216 |  7 hr 31 min 
 100  | -1.8752 | -1.5483 | -0.8769, -1.6017, -1.4920, -1.1136,-1.8759,-2.0832,-2.0070,-1.9259 | -1.6220 |  7 hr 35 min 
 101  | -1.8765 | -1.5505 | -0.8840, -1.6008, -1.4919, -1.1163,-1.8811,-2.0757,-2.0085,-1.9238 | -1.6228 |  7 hr 40 min 
 102 * | -1.8759 | -1.5505 | -0.8802, -1.6013, -1.4918, -1.1152,-1.8870,-2.0841,-2.0150,-1.9287 | -1.6254 |  7 hr 44 min 
 103  | -1.8763 | -1.5476 | -0.8743, -1.6012, -1.4924, -1.1157,-1.8781,-2.0831,-2.0019,-1.9254 | -1.6215 |  7 hr 49 min 
 104  | -1.8760 | -1.5516 | -0.8847, -1.6019, -1.4926, -1.1065,-1.8832,-2.0854,-2.0112,-1.9284 | -1.6242 |  7 hr 53 min 
 105  | -1.8769 | -1.5461 | -0.8728, -1.6002, -1.4911, -1.0954,-1.8857,-2.0840,-2.0071,-1.9223 | -1.6198 |  7 hr 58 min 
 106  | -1.8757 | -1.5451 | -0.8652, -1.6015, -1.4922, -1.1092,-1.8776,-2.0842,-2.0071,-1.9284 | -1.6207 |  8 hr 02 min 
 107  | -1.8779 | -1.5506 | -0.8823, -1.6019, -1.4915, -1.1002,-1.8823,-2.0849,-2.0141,-1.9279 | -1.6231 |  8 hr 07 min 
 108  | -1.8769 | -1.5528 | -0.8861, -1.6040, -1.4938, -1.1145,-1.8837,-2.0831,-2.0044,-1.9290 | -1.6248 |  8 hr 11 min 
 109  | -1.8773 | -1.5509 | -0.8870, -1.6010, -1.4914, -1.1160,-1.8791,-2.0816,-2.0064,-1.9230 | -1.6232 |  8 hr 16 min 
 110  | -1.8778 | -1.5480 | -0.8798, -1.5999, -1.4906, -1.0946,-1.8813,-2.0847,-2.0055,-1.9235 | -1.6200 |  8 hr 20 min 
 111  | -1.8778 | -1.5495 | -0.8799, -1.6009, -1.4920, -1.0981,-1.8850,-2.0852,-2.0094,-1.9238 | -1.6218 |  8 hr 25 min 
 112  | -1.8789 | -1.5483 | -0.8811, -1.5996, -1.4892, -1.1210,-1.8801,-2.0822,-2.0071,-1.9223 | -1.6228 |  8 hr 29 min 
 113  | -1.8789 | -1.5447 | -0.8705, -1.6005, -1.4889, -1.1066,-1.8786,-2.0846,-2.0001,-1.9232 | -1.6191 |  8 hr 34 min 
 114  | -1.8781 | -1.5497 | -0.8769, -1.6030, -1.4926, -1.1121,-1.8830,-2.0852,-2.0145,-1.9292 | -1.6246 |  8 hr 38 min 
 115  | -1.8795 | -1.5525 | -0.8873, -1.6025, -1.4920, -1.1075,-1.8818,-2.0836,-2.0146,-1.9250 | -1.6243 |  8 hr 43 min 
 116  | -1.8796 | -1.5495 | -0.8825, -1.6025, -1.4907, -1.0942,-1.8810,-2.0838,-2.0075,-1.9225 | -1.6206 |  8 hr 47 min 
 117  | -1.8794 | -1.5473 | -0.8712, -1.6031, -1.4925, -1.1177,-1.8824,-2.0851,-2.0062,-1.9258 | -1.6230 |  8 hr 52 min 
 118  | -1.8804 | -1.5482 | -0.8805, -1.6024, -1.4911, -1.1147,-1.8843,-2.0882,-1.9793,-1.9267 | -1.6209 |  8 hr 56 min 
 119  | -1.8806 | -1.5497 | -0.8814, -1.6024, -1.4909, -1.1044,-1.8836,-2.0797,-2.0120,-1.9225 | -1.6221 |  9 hr 01 min 
 120  | -1.8804 | -1.5489 | -0.8779, -1.6005, -1.4912, -1.1228,-1.8805,-2.0835,-2.0145,-1.9269 | -1.6247 |  9 hr 05 min 
 121  | -1.8808 | -1.5498 | -0.8790, -1.6015, -1.4920, -1.1155,-1.8825,-2.0852,-2.0139,-1.9273 | -1.6246 |  9 hr 10 min 
 122  | -1.8796 | -1.5491 | -0.8811, -1.6032, -1.4914, -1.0741,-1.8821,-2.0865,-2.0121,-1.9245 | -1.6194 |  9 hr 14 min 
 123  | -1.8812 | -1.5484 | -0.8753, -1.6025, -1.4930, -1.1067,-1.8861,-2.0867,-2.0083,-1.9239 | -1.6228 |  9 hr 19 min 
 124  | -1.8803 | -1.5486 | -0.8795, -1.6034, -1.4910, -1.0803,-1.8815,-2.0885,-2.0082,-1.9212 | -1.6192 |  9 hr 23 min 
 125  | -1.8816 | -1.5518 | -0.8861, -1.6029, -1.4922, -1.1162,-1.8818,-2.0829,-2.0087,-1.9236 | -1.6243 |  9 hr 28 min 
 126 * | -1.8810 | -1.5525 | -0.8861, -1.6036, -1.4920, -1.1184,-1.8849,-2.0842,-2.0166,-1.9230 | -1.6261 |  9 hr 32 min 
 127  | -1.8815 | -1.5515 | -0.8834, -1.6025, -1.4927, -1.1084,-1.8830,-2.0843,-2.0185,-1.9236 | -1.6245 |  9 hr 37 min 
 128  | -1.8829 | -1.5519 | -0.8835, -1.6025, -1.4938, -1.1164,-1.8830,-2.0805,-2.0158,-1.9261 | -1.6252 |  9 hr 41 min 
 129  | -1.8821 | -1.5493 | -0.8826, -1.5994, -1.4890, -1.1183,-1.8830,-2.0795,-2.0100,-1.9266 | -1.6236 |  9 hr 45 min 
 130  | -1.8831 | -1.5471 | -0.8692, -1.6030, -1.4936, -1.1192,-1.8855,-2.0845,-2.0077,-1.9242 | -1.6234 |  9 hr 50 min 
 131  | -1.8827 | -1.5482 | -0.8790, -1.6019, -1.4910, -1.1115,-1.8867,-2.0818,-2.0001,-1.9214 | -1.6217 |  9 hr 54 min 
 132  | -1.8820 | -1.5516 | -0.8841, -1.6017, -1.4926, -1.1133,-1.8856,-2.0857,-2.0094,-1.9290 | -1.6252 |  9 hr 59 min 
 133 * | -1.8835 | -1.5531 | -0.8903, -1.6007, -1.4902, -1.1187,-1.8830,-2.0844,-2.0167,-1.9287 | -1.6266 | 10 hr 03 min 
 134  | -1.8833 | -1.5511 | -0.8816, -1.6015, -1.4921, -1.1193,-1.8858,-2.0839,-2.0197,-1.9235 | -1.6259 | 10 hr 08 min 
 135  | -1.8834 | -1.5484 | -0.8753, -1.6026, -1.4932, -1.0914,-1.8878,-2.0876,-2.0120,-1.9230 | -1.6216 | 10 hr 12 min 
 136  | -1.8844 | -1.5529 | -0.8887, -1.6039, -1.4917, -1.0943,-1.8897,-2.0859,-2.0139,-1.9245 | -1.6241 | 10 hr 17 min 
 137  | -1.8839 | -1.5490 | -0.8816, -1.6009, -1.4893, -1.1065,-1.8846,-2.0826,-2.0072,-1.9282 | -1.6226 | 10 hr 21 min 
 138  | -1.8858 | -1.5507 | -0.8832, -1.6036, -1.4916, -1.1033,-1.8872,-2.0873,-2.0146,-1.9213 | -1.6240 | 10 hr 26 min 
 139 * | -1.8849 | -1.5539 | -0.8911, -1.6022, -1.4914, -1.1239,-1.8855,-2.0871,-2.0193,-1.9252 | -1.6282 | 10 hr 30 min 
 140  | -1.8855 | -1.5486 | -0.8761, -1.6017, -1.4927, -1.1212,-1.8855,-2.0861,-2.0041,-1.9244 | -1.6240 | 10 hr 35 min 
 141  | -1.8848 | -1.5538 | -0.8905, -1.6044, -1.4921, -1.1217,-1.8827,-2.0869,-2.0065,-1.9295 | -1.6268 | 10 hr 39 min 
 142  | -1.8828 | -1.5456 | -0.8619, -1.6044, -1.4941, -1.1011,-1.8852,-2.0869,-2.0205,-1.9257 | -1.6225 | 10 hr 44 min 
 143 * | -1.8865 | -1.5547 | -0.8877, -1.6036, -1.4950, -1.1237,-1.8862,-2.0874,-2.0187,-1.9295 | -1.6290 | 10 hr 48 min 
 144  | -1.8861 | -1.5535 | -0.8878, -1.6042, -1.4940, -1.1064,-1.8871,-2.0826,-2.0139,-1.9229 | -1.6249 | 10 hr 53 min 
 145  | -1.8859 | -1.5496 | -0.8783, -1.6023, -1.4934, -1.1161,-1.8842,-2.0849,-2.0031,-1.9229 | -1.6232 | 10 hr 57 min 
 146  | -1.8864 | -1.5482 | -0.8769, -1.6020, -1.4904, -1.1137,-1.8882,-2.0831,-2.0078,-1.9232 | -1.6231 | 11 hr 02 min 
 147  | -1.8870 | -1.5533 | -0.8911, -1.6021, -1.4918, -1.1132,-1.8867,-2.0799,-2.0122,-1.9233 | -1.6250 | 11 hr 06 min 
 148  | -1.8868 | -1.5510 | -0.8780, -1.6044, -1.4936, -1.1300,-1.8880,-2.0853,-2.0122,-1.9274 | -1.6274 | 11 hr 11 min 
 149  | -1.8866 | -1.5450 | -0.8727, -1.5978, -1.4898, -1.1144,-1.8799,-2.0800,-2.0063,-1.9232 | -1.6205 | 11 hr 15 min 
 150 * | -1.8880 | -1.5551 | -0.8898, -1.6050, -1.4940, -1.1248,-1.8870,-2.0853,-2.0185,-1.9286 | -1.6291 | 11 hr 20 min 
 151  | -1.8879 | -1.5482 | -0.8731, -1.6013, -1.4912, -1.1213,-1.8845,-2.0847,-2.0165,-1.9284 | -1.6251 | 11 hr 24 min 
 152  | -1.8880 | -1.5523 | -0.8786, -1.6065, -1.4949, -1.1251,-1.8843,-2.0864,-2.0185,-1.9309 | -1.6282 | 11 hr 29 min 
 153  | -1.8883 | -1.5529 | -0.8922, -1.6028, -1.4920, -1.0806,-1.8826,-2.0861,-2.0102,-1.9260 | -1.6216 | 11 hr 33 min 
 154  | -1.8886 | -1.5540 | -0.8851, -1.6047, -1.4949, -1.1060,-1.8845,-2.0856,-2.0214,-1.9308 | -1.6266 | 11 hr 38 min 
 155  | -1.8890 | -1.5500 | -0.8750, -1.6033, -1.4941, -1.1251,-1.8854,-2.0856,-2.0182,-1.9280 | -1.6269 | 11 hr 42 min 
 156  | -1.8889 | -1.5521 | -0.8842, -1.6039, -1.4937, -1.1160,-1.8885,-2.0875,-2.0169,-1.9250 | -1.6270 | 11 hr 47 min 
 157  | -1.8906 | -1.5520 | -0.8824, -1.6025, -1.4935, -1.1188,-1.8867,-2.0862,-2.0191,-1.9259 | -1.6269 | 11 hr 51 min 
 158  | -1.8895 | -1.5473 | -0.8753, -1.5994, -1.4904, -1.1168,-1.8853,-2.0858,-2.0117,-1.9231 | -1.6235 | 11 hr 56 min 
 159  | -1.8906 | -1.5537 | -0.8852, -1.6053, -1.4952, -1.1203,-1.8842,-2.0868,-2.0110,-1.9272 | -1.6269 | 12 hr 02 min 
