Namespace(bs=48, fold=1, gpu=4, lr=0.001, name='0817')
~~~~~~~~~~~~ fold 1 ~~~~~~~~~~~~
raw train:68002 -- raw val:17001
train:68002 --- val:17001
epoch | train loss |  valid loss |  1JHC,   2JHC,   3JHC,   1JHN,   2JHN,   3JHN,   2JHH,   3JHH  |  log_mae  |  time 
 64   | -1.5050 | -0.9389 | -0.2553, -0.9819, -0.7946, -0.5252,-1.2420,-1.4626,-1.2243,-1.3342 | -0.9775 |  4 hr 48 min 
 65  * | -1.5070 | -1.1457 | -0.3803, -1.1569, -0.9588, -0.8549,-1.5250,-1.7523,-1.4442,-1.4722 | -1.1931 |  4 hr 53 min 
 66   | -1.5287 | -1.1272 | -0.3656, -1.1428, -0.9500, -0.8417,-1.5121,-1.7303,-1.4473,-1.5014 | -1.1864 |  4 hr 57 min 
 67   | -1.5323 | -1.1386 | -0.3794, -1.1540, -0.9544, -0.7532,-1.5447,-1.7353,-1.4013,-1.4856 | -1.1760 |  5 hr 01 min 
 68   | -1.5344 | -1.1376 | -0.3602, -1.1693, -0.9665, -0.7139,-1.5551,-1.7477,-1.4011,-1.4941 | -1.1760 |  5 hr 06 min 
 69   | -1.5376 | -1.1234 | -0.3258, -1.1622, -0.9563, -0.7404,-1.5567,-1.7445,-1.4540,-1.5101 | -1.1813 |  5 hr 10 min 
 70   | -1.5359 | -1.1150 | -0.3195, -1.1601, -0.9496, -0.7108,-1.4747,-1.7205,-1.3853,-1.4931 | -1.1517 |  5 hr 15 min 
 71   | -1.5408 | -1.1473 | -0.3907, -1.1553, -0.9568, -0.7830,-1.5447,-1.7540,-1.4405,-1.5013 | -1.1908 |  5 hr 19 min 
 72   | -1.5463 | -1.1462 | -0.4042, -1.1587, -0.9531, -0.7091,-1.5289,-1.7378,-1.4213,-1.4862 | -1.1749 |  5 hr 24 min 
 73  * | -1.5494 | -1.1466 | -0.3656, -1.1781, -0.9689, -0.8510,-1.5710,-1.7661,-1.4131,-1.5202 | -1.2042 |  5 hr 28 min 
 74   | -1.5528 | -1.1543 | -0.4185, -1.1638, -0.9649, -0.8512,-1.5349,-1.7648,-1.2642,-1.5217 | -1.1855 |  5 hr 32 min 
 75   | -1.5549 | -1.1713 | -0.4155, -1.1823, -0.9654, -0.7906,-1.5612,-1.7525,-1.4633,-1.4996 | -1.2038 |  5 hr 37 min 
 76   | -1.5588 | -1.1494 | -0.4063, -1.1696, -0.9462, -0.7644,-1.5445,-1.7589,-1.4404,-1.5078 | -1.1923 |  5 hr 41 min 
 77  * | -1.5604 | -1.1619 | -0.3917, -1.1766, -0.9696, -0.8612,-1.5478,-1.7432,-1.4434,-1.5194 | -1.2066 |  5 hr 46 min 
 78   | -1.5653 | -1.1641 | -0.3817, -1.1866, -0.9722, -0.7317,-1.5560,-1.7560,-1.4661,-1.5212 | -1.1964 |  5 hr 50 min 
 79  * | -1.5644 | -1.1791 | -0.4116, -1.1939, -0.9817, -0.8389,-1.5533,-1.7545,-1.4360,-1.5170 | -1.2109 |  5 hr 54 min 
 80   | -1.5699 | -1.1496 | -0.3803, -1.1772, -0.9676, -0.6933,-1.5603,-1.7629,-1.4269,-1.5057 | -1.1843 |  5 hr 59 min 
 81   | -1.5734 | -1.1767 | -0.4245, -1.1854, -0.9695, -0.8467,-1.5827,-1.7690,-1.3834,-1.5064 | -1.2085 |  6 hr 03 min 
 82  * | -1.5748 | -1.1693 | -0.4076, -1.1769, -0.9648, -0.8633,-1.5686,-1.7766,-1.4523,-1.5085 | -1.2148 |  6 hr 08 min 
 83   | -1.5781 | -1.1597 | -0.4206, -1.1825, -0.9503, -0.7019,-1.5774,-1.7537,-1.4209,-1.5233 | -1.1913 |  6 hr 12 min 
 84   | -1.5797 | -1.1465 | -0.3630, -1.1776, -0.9691, -0.7592,-1.5963,-1.7777,-1.3306,-1.5221 | -1.1870 |  6 hr 17 min 
 85  * | -1.5824 | -1.1760 | -0.4070, -1.1805, -0.9764, -0.8299,-1.5862,-1.7652,-1.4673,-1.5421 | -1.2193 |  6 hr 21 min 
 86   | -1.5857 | -1.1673 | -0.4111, -1.1587, -0.9790, -0.8007,-1.5511,-1.7577,-1.3824,-1.5139 | -1.1943 |  6 hr 25 min 
 87   | -1.5867 | -1.1665 | -0.3972, -1.1747, -0.9796, -0.7373,-1.5533,-1.7803,-1.4640,-1.5281 | -1.2018 |  6 hr 30 min 
 88   | -1.5880 | -1.1688 | -0.4310, -1.1869, -0.9471, -0.8535,-1.5709,-1.7660,-1.4244,-1.5087 | -1.2111 |  6 hr 34 min 
 89  * | -1.5904 | -1.1824 | -0.4041, -1.1793, -0.9845, -0.8727,-1.5735,-1.7763,-1.4633,-1.5288 | -1.2228 |  6 hr 39 min 
 90   | -1.5971 | -1.1567 | -0.3818, -1.1854, -0.9759, -0.8321,-1.5429,-1.7691,-1.4659,-1.4764 | -1.2037 |  6 hr 43 min 
 91   | -1.5963 | -1.1837 | -0.4332, -1.1764, -0.9782, -0.8396,-1.5560,-1.7670,-1.4341,-1.5381 | -1.2153 |  6 hr 47 min 
 92   | -1.5991 | -1.1844 | -0.4387, -1.1881, -0.9754, -0.8568,-1.5829,-1.7837,-1.4421,-1.5073 | -1.2219 |  6 hr 52 min 
 93   | -1.6002 | -1.1891 | -0.4322, -1.1980, -0.9806, -0.7787,-1.5590,-1.7886,-1.4460,-1.5294 | -1.2140 |  6 hr 56 min 
 94  * | -1.6035 | -1.1927 | -0.4376, -1.1899, -0.9885, -0.7860,-1.5765,-1.7861,-1.4875,-1.5413 | -1.2242 |  7 hr 01 min 
 95   | -1.6054 | -1.1356 | -0.3140, -1.1758, -0.9770, -0.7643,-1.5813,-1.7721,-1.4194,-1.5230 | -1.1909 |  7 hr 05 min 
 96  * | -1.6075 | -1.1917 | -0.4223, -1.1948, -0.9850, -0.9271,-1.5937,-1.7752,-1.4791,-1.5277 | -1.2381 |  7 hr 09 min 
 97   | -1.6030 | -1.1878 | -0.4369, -1.1832, -0.9887, -0.7653,-1.5744,-1.7763,-1.4359,-1.5189 | -1.2099 |  7 hr 14 min 
 98   | -1.6125 | -1.1874 | -0.3910, -1.2042, -0.9897, -0.9014,-1.5882,-1.7853,-1.4961,-1.5310 | -1.2358 |  7 hr 18 min 
 99   | -1.6151 | -1.1962 | -0.4353, -1.1970, -0.9883, -0.9020,-1.5726,-1.7603,-1.4692,-1.5409 | -1.2332 |  7 hr 23 min 
 100  | -1.6177 | -1.1887 | -0.4437, -1.1807, -0.9889, -0.8108,-1.5654,-1.7754,-1.4718,-1.5086 | -1.2182 |  7 hr 27 min 
 101  | -1.6172 | -1.1965 | -0.4397, -1.1922, -0.9859, -0.9083,-1.5428,-1.7992,-1.4592,-1.5422 | -1.2337 |  7 hr 32 min 
 102 * | -1.6191 | -1.1975 | -0.4323, -1.1851, -0.9987, -0.8833,-1.5873,-1.8001,-1.4800,-1.5427 | -1.2387 |  7 hr 36 min 
 103  | -1.6217 | -1.1805 | -0.4258, -1.1900, -0.9931, -0.9075,-1.5880,-1.7832,-1.2522,-1.5243 | -1.2080 |  7 hr 41 min 
 104  | -1.6233 | -1.1518 | -0.3706, -1.1990, -0.9904, -0.6234,-1.5541,-1.7778,-1.3374,-1.5272 | -1.1725 |  7 hr 45 min 
 105 * | -1.6261 | -1.2010 | -0.4186, -1.2010, -0.9942, -0.9001,-1.5768,-1.7916,-1.4977,-1.5335 | -1.2392 |  7 hr 49 min 
 106  | -1.6280 | -1.1982 | -0.4243, -1.1984, -1.0023, -0.8029,-1.6062,-1.7795,-1.4850,-1.5412 | -1.2300 |  7 hr 54 min 
 107  | -1.6302 | -1.1901 | -0.3913, -1.2031, -1.0023, -0.8307,-1.6059,-1.8004,-1.4840,-1.5491 | -1.2333 |  7 hr 58 min 
 108 * | -1.6317 | -1.2053 | -0.4261, -1.1970, -0.9997, -0.9247,-1.5997,-1.7935,-1.5076,-1.5451 | -1.2492 |  8 hr 03 min 
 109  | -1.6351 | -1.1975 | -0.4181, -1.1966, -0.9987, -0.8977,-1.5711,-1.7943,-1.4959,-1.5262 | -1.2373 |  8 hr 07 min 
 110  | -1.6347 | -1.0693 | -0.3254, -1.0699, -0.8757, -0.7652,-1.4463,-1.6934,-1.3039,-1.3749 | -1.1068 |  8 hr 11 min 
 111  | -1.6192 | -1.1912 | -0.3890, -1.1966, -1.0058, -0.8704,-1.5689,-1.7861,-1.4669,-1.5590 | -1.2303 |  8 hr 16 min 
 112  | -1.6380 | -1.1843 | -0.3986, -1.2034, -0.9953, -0.8054,-1.5814,-1.7934,-1.4255,-1.5494 | -1.2190 |  8 hr 20 min 
 113  | -1.6083 | -1.1483 | -0.3839, -1.1446, -0.9644, -0.7314,-1.5410,-1.7426,-1.4463,-1.5452 | -1.1874 |  8 hr 25 min 
 114  | -1.6198 | -1.2119 | -0.4524, -1.2025, -1.0022, -0.9311,-1.5623,-1.8038,-1.4061,-1.5677 | -1.2410 |  8 hr 29 min 
 115  | -1.6241 | -1.1833 | -0.3902, -1.1916, -0.9873, -0.8298,-1.5956,-1.7743,-1.4945,-1.5567 | -1.2275 |  8 hr 34 min 
 116  | -1.5538 | -1.2057 | -0.4480, -1.1866, -0.9878, -0.8283,-1.5841,-1.7843,-1.4937,-1.5445 | -1.2322 |  8 hr 38 min 
 117  | -1.6308 | -1.2021 | -0.4382, -1.2098, -0.9995, -0.8944,-1.5813,-1.7727,-1.4498,-1.5532 | -1.2373 |  8 hr 43 min 
 118  | -1.6438 | -1.1946 | -0.4331, -1.2098, -0.9961, -0.7639,-1.5764,-1.7976,-1.4553,-1.5259 | -1.2198 |  8 hr 47 min 
 119 * | -1.6472 | -1.2145 | -0.4474, -1.2004, -1.0043, -0.9249,-1.5892,-1.8200,-1.4721,-1.5613 | -1.2525 |  8 hr 51 min 
 120  | -1.6463 | -1.2080 | -0.4383, -1.2098, -1.0065, -0.8469,-1.6030,-1.7946,-1.4267,-1.5533 | -1.2349 |  8 hr 56 min 
 121  | -1.6484 | -1.2080 | -0.4353, -1.2113, -0.9927, -0.7396,-1.6101,-1.8028,-1.5177,-1.5567 | -1.2333 |  9 hr 00 min 
 122  | -1.6518 | -1.1683 | -0.3269, -1.2112, -1.0008, -0.9164,-1.6105,-1.8010,-1.4879,-1.5594 | -1.2393 |  9 hr 05 min 
 123 * | -1.6536 | -1.2220 | -0.4634, -1.2092, -1.0027, -0.9418,-1.6073,-1.7805,-1.4683,-1.5562 | -1.2537 |  9 hr 09 min 
 124  | -1.6492 | -1.1980 | -0.4048, -1.2064, -1.0042, -0.9121,-1.5979,-1.8030,-1.4781,-1.5612 | -1.2460 |  9 hr 14 min 
 125  | -1.6576 | -1.2103 | -0.4282, -1.2156, -1.0053, -0.8102,-1.6146,-1.8011,-1.5161,-1.5616 | -1.2441 |  9 hr 18 min 
 126  | -1.6590 | -1.2139 | -0.4575, -1.2175, -0.9937, -0.9421,-1.5966,-1.7820,-1.4786,-1.5525 | -1.2525 |  9 hr 23 min 
 127  | -1.6605 | -1.2142 | -0.4489, -1.2081, -1.0032, -0.9077,-1.6087,-1.8062,-1.4215,-1.5590 | -1.2454 |  9 hr 27 min 
 128  | -1.6573 | -1.1881 | -0.4406, -1.2008, -0.9902, -0.8041,-1.5955,-1.7931,-1.2967,-1.5068 | -1.2035 |  9 hr 31 min 
 129 * | -1.6648 | -1.2232 | -0.4600, -1.2119, -1.0041, -0.8873,-1.6250,-1.8031,-1.5095,-1.5692 | -1.2588 |  9 hr 36 min 
 130 * | -1.6658 | -1.2259 | -0.4589, -1.2168, -0.9969, -0.9707,-1.5997,-1.8061,-1.5334,-1.5614 | -1.2680 |  9 hr 40 min 
 131  | -1.6641 | -1.2134 | -0.4432, -1.2218, -0.9975, -0.7625,-1.6091,-1.7984,-1.5023,-1.5676 | -1.2378 |  9 hr 45 min 
 132  | -1.6686 | -1.1941 | -0.4041, -1.2164, -1.0154, -0.8668,-1.6051,-1.8195,-1.3374,-1.5154 | -1.2225 |  9 hr 49 min 
 133  | -1.6428 | -1.2317 | -0.4675, -1.2199, -1.0079, -0.9450,-1.6308,-1.8030,-1.4982,-1.5530 | -1.2656 |  9 hr 53 min 
 134  | -1.6360 | -1.2052 | -0.4269, -1.2079, -1.0016, -0.9086,-1.6030,-1.7998,-1.4984,-1.5424 | -1.2486 |  9 hr 58 min 
 135  | -1.6698 | -1.2306 | -0.4693, -1.2123, -1.0114, -0.9100,-1.6074,-1.7907,-1.4501,-1.5750 | -1.2533 | 10 hr 02 min 
 136  | -1.6718 | -1.2149 | -0.4220, -1.2221, -1.0105, -0.9875,-1.6105,-1.8008,-1.5287,-1.5583 | -1.2676 | 10 hr 07 min 
 137  | -1.6742 | -1.2260 | -0.4572, -1.2167, -1.0093, -0.9670,-1.6111,-1.8050,-1.4908,-1.5705 | -1.2660 | 10 hr 11 min 
 138  | -1.6760 | -1.2236 | -0.4574, -1.2135, -1.0157, -0.9330,-1.6298,-1.7998,-1.4089,-1.5682 | -1.2533 | 10 hr 16 min 
 139  | -1.6788 | -1.2228 | -0.4546, -1.2233, -1.0098, -0.9390,-1.6109,-1.8113,-1.4519,-1.5553 | -1.2570 | 10 hr 20 min 
 140 * | -1.6795 | -1.2298 | -0.4519, -1.2221, -1.0132, -0.9859,-1.6276,-1.8003,-1.5268,-1.5220 | -1.2687 | 10 hr 24 min 
 141  | -1.6822 | -1.2235 | -0.4530, -1.2235, -1.0074, -0.9423,-1.6156,-1.8110,-1.4733,-1.5652 | -1.2614 | 10 hr 29 min 
 142  | -1.6807 | -1.2294 | -0.4680, -1.2150, -1.0176, -0.9762,-1.6168,-1.8025,-1.4378,-1.5644 | -1.2623 | 10 hr 33 min 
 143  | -1.6839 | -1.2065 | -0.4340, -1.2172, -1.0057, -0.7421,-1.6045,-1.8233,-1.4475,-1.5592 | -1.2292 | 10 hr 38 min 
 144  | -1.6866 | -1.2248 | -0.4593, -1.2035, -1.0172, -0.9274,-1.6181,-1.8083,-1.4783,-1.5464 | -1.2573 | 10 hr 42 min 
 145 * | -1.6860 | -1.2345 | -0.4648, -1.2268, -1.0075, -0.9723,-1.6360,-1.8120,-1.4698,-1.5841 | -1.2717 | 10 hr 46 min 
 146  | -1.6889 | -1.2105 | -0.4013, -1.2255, -1.0131, -0.9237,-1.5933,-1.8059,-1.5045,-1.5640 | -1.2539 | 10 hr 51 min 
 147  | -1.6901 | -1.2092 | -0.4071, -1.2205, -1.0148, -0.9768,-1.6110,-1.8021,-1.5039,-1.5596 | -1.2620 | 10 hr 55 min 
 148  | -1.6897 | -1.2205 | -0.4356, -1.2191, -1.0099, -0.9318,-1.6332,-1.8081,-1.5260,-1.5757 | -1.2674 | 11 hr 00 min 
 149  | -1.6925 | -1.2266 | -0.4745, -1.2208, -1.0073, -0.9478,-1.6202,-1.8078,-1.4503,-1.4966 | -1.2532 | 11 hr 04 min 
 150  | -1.6953 | -1.2218 | -0.4410, -1.2125, -1.0156, -0.9874,-1.6134,-1.8154,-1.4428,-1.5718 | -1.2625 | 11 hr 09 min 
 151  | -1.6961 | -1.2170 | -0.4197, -1.2305, -1.0184, -0.7690,-1.6204,-1.8211,-1.5135,-1.5758 | -1.2461 | 11 hr 13 min 
 152  | -1.6966 | -1.1943 | -0.3737, -1.2262, -1.0078, -0.9737,-1.6256,-1.7715,-1.5032,-1.5727 | -1.2568 | 11 hr 18 min 
 153  | -1.7002 | -1.2310 | -0.4536, -1.2304, -1.0158, -0.9165,-1.6288,-1.7942,-1.4954,-1.5854 | -1.2650 | 11 hr 22 min 
 154  | -1.6972 | -1.2207 | -0.4347, -1.2144, -1.0186, -0.9550,-1.6056,-1.8203,-1.4902,-1.5672 | -1.2632 | 11 hr 26 min 
 155  | -1.6975 | -1.1699 | -0.4264, -1.1786, -0.9635, -0.7683,-1.5844,-1.7742,-1.3929,-1.5110 | -1.1999 | 11 hr 31 min 
 156  | -1.7019 | -1.2294 | -0.4520, -1.2224, -1.0156, -0.9689,-1.6065,-1.8048,-1.5376,-1.5572 | -1.2706 | 11 hr 35 min 
 157  | -1.7033 | -1.2301 | -0.4588, -1.2283, -1.0079, -0.9587,-1.6251,-1.8312,-1.4888,-1.5699 | -1.2711 | 11 hr 40 min 
 158 * | -1.7044 | -1.2407 | -0.4716, -1.2207, -1.0138, -0.9793,-1.6144,-1.8212,-1.5575,-1.5539 | -1.2790 | 11 hr 44 min 
