Namespace(bs=48, fold=4, gpu=7, lr=5e-05, name='0817-fine')
~~~~~~~~~~~~ fold 4 ~~~~~~~~~~~~
raw train:68003 -- raw val:17000
train:68003 --- val:17000
load pre-trained done.....
epoch | train loss |  valid loss |  1JHC,   2JHC,   3JHC,   1JHN,   2JHN,   3JHN,   2JHH,   3JHH  |  log_mae  |  time 
 25   | -1.7865 | -1.7389 | -1.1317, -1.8493, -1.7071, -1.0623,-1.9787,-2.0961,-2.2047,-2.1449 | -1.7718 |  1 hr 56 min 
 26   | -1.7869 | -1.7427 | -1.1357, -1.8509, -1.7083, -1.1213,-1.9772,-2.0960,-2.2129,-2.1403 | -1.7803 |  2 hr 00 min 
 27   | -1.7875 | -1.7414 | -1.1309, -1.8509, -1.7088, -1.0918,-1.9799,-2.0916,-2.2111,-2.1486 | -1.7767 |  2 hr 05 min 
 28   | -1.7891 | -1.7429 | -1.1401, -1.8491, -1.7104, -1.1072,-1.9767,-2.0939,-2.1959,-2.1460 | -1.7774 |  2 hr 09 min 
 29   | -1.7888 | -1.7388 | -1.1239, -1.8513, -1.7092, -1.0847,-1.9737,-2.0957,-2.2215,-2.1425 | -1.7753 |  2 hr 14 min 
 30   | -1.7890 | -1.7403 | -1.1306, -1.8513, -1.7099, -1.1136,-1.9782,-2.0977,-2.1896,-2.1406 | -1.7764 |  2 hr 18 min 
 31   | -1.7907 | -1.7446 | -1.1412, -1.8499, -1.7088, -1.1051,-1.9805,-2.0949,-2.2133,-2.1480 | -1.7802 |  2 hr 22 min 
 32   | -1.7894 | -1.7399 | -1.1224, -1.8517, -1.7111, -1.1263,-1.9769,-2.0975,-2.2016,-2.1491 | -1.7796 |  2 hr 27 min 
 33   | -1.7911 | -1.7424 | -1.1321, -1.8514, -1.7094, -1.1111,-1.9811,-2.0971,-2.2099,-2.1466 | -1.7798 |  2 hr 31 min 
 34   | -1.7918 | -1.7431 | -1.1389, -1.8518, -1.7104, -1.1028,-1.9685,-2.0974,-2.1915,-2.1440 | -1.7757 |  2 hr 36 min 
 35   | -1.7918 | -1.7443 | -1.1397, -1.8516, -1.7086, -1.1064,-1.9797,-2.0954,-2.2103,-2.1456 | -1.7797 |  2 hr 40 min 
 36   | -1.7927 | -1.7357 | -1.1078, -1.8506, -1.7116, -1.1013,-1.9751,-2.0950,-2.2111,-2.1507 | -1.7754 |  2 hr 45 min 
 37   | -1.7920 | -1.7313 | -1.1134, -1.8478, -1.7126, -0.9872,-1.9800,-2.0977,-2.1919,-2.1425 | -1.7591 |  2 hr 49 min 
 38   | -1.7925 | -1.7450 | -1.1375, -1.8525, -1.7121, -1.1211,-1.9759,-2.0939,-2.2075,-2.1467 | -1.7809 |  2 hr 54 min 
 39  * | -1.7940 | -1.7443 | -1.1341, -1.8498, -1.7119, -1.1271,-1.9711,-2.0932,-2.2170,-2.1457 | -1.7812 |  2 hr 58 min 
 40  * | -1.7934 | -1.7463 | -1.1384, -1.8535, -1.7124, -1.1183,-1.9833,-2.0968,-2.2122,-2.1468 | -1.7827 |  3 hr 02 min 
 41   | -1.7938 | -1.7418 | -1.1242, -1.8519, -1.7133, -1.1083,-1.9758,-2.0990,-2.2199,-2.1486 | -1.7801 |  3 hr 07 min 
 42  * | -1.7948 | -1.7461 | -1.1378, -1.8528, -1.7107, -1.1157,-1.9804,-2.0975,-2.2239,-2.1485 | -1.7834 |  3 hr 11 min 
 43   | -1.7953 | -1.7412 | -1.1207, -1.8528, -1.7112, -1.1281,-1.9774,-2.0993,-2.2214,-2.1508 | -1.7827 |  3 hr 16 min 
 44   | -1.7958 | -1.7412 | -1.1215, -1.8537, -1.7126, -1.1030,-1.9813,-2.1007,-2.2159,-2.1489 | -1.7797 |  3 hr 20 min 
 45   | -1.7974 | -1.7432 | -1.1319, -1.8522, -1.7140, -1.0957,-1.9824,-2.1022,-2.2104,-2.1390 | -1.7785 |  3 hr 24 min 
 46   | -1.7967 | -1.7390 | -1.1171, -1.8537, -1.7116, -1.1006,-1.9791,-2.0954,-2.2145,-2.1451 | -1.7771 |  3 hr 29 min 
 47  * | -1.7978 | -1.7480 | -1.1416, -1.8540, -1.7132, -1.1231,-1.9824,-2.0987,-2.2159,-2.1477 | -1.7846 |  3 hr 33 min 
 48   | -1.7973 | -1.7457 | -1.1358, -1.8521, -1.7141, -1.1115,-1.9833,-2.0993,-2.2076,-2.1508 | -1.7818 |  3 hr 38 min 
 49   | -1.7987 | -1.7396 | -1.1176, -1.8525, -1.7141, -1.1320,-1.9819,-2.0996,-2.2074,-2.1423 | -1.7809 |  3 hr 42 min 
 50  * | -1.7977 | -1.7475 | -1.1379, -1.8543, -1.7112, -1.1338,-1.9845,-2.0968,-2.2148,-2.1531 | -1.7858 |  3 hr 47 min 
 51   | -1.7994 | -1.7428 | -1.1337, -1.8509, -1.7115, -1.0732,-1.9797,-2.0985,-2.2123,-2.1443 | -1.7755 |  3 hr 51 min 
 52   | -1.7991 | -1.7431 | -1.1247, -1.8538, -1.7141, -1.1298,-1.9796,-2.1022,-2.2178,-2.1387 | -1.7826 |  3 hr 55 min 
 53   | -1.7995 | -1.7424 | -1.1239, -1.8545, -1.7136, -1.1190,-1.9808,-2.1014,-2.2191,-2.1445 | -1.7821 |  4 hr 00 min 
 54   | -1.8001 | -1.7452 | -1.1305, -1.8561, -1.7106, -1.1304,-1.9850,-2.1002,-2.2185,-2.1495 | -1.7851 |  4 hr 04 min 
 55  * | -1.8003 | -1.7496 | -1.1368, -1.8562, -1.7157, -1.1252,-1.9871,-2.1012,-2.2244,-2.1542 | -1.7876 |  4 hr 09 min 
 56   | -1.8016 | -1.7473 | -1.1372, -1.8556, -1.7134, -1.1225,-1.9812,-2.1013,-2.2172,-2.1476 | -1.7845 |  4 hr 13 min 
 57   | -1.8014 | -1.7473 | -1.1444, -1.8549, -1.7118, -1.0913,-1.9808,-2.0993,-2.2197,-2.1395 | -1.7802 |  4 hr 17 min 
 58   | -1.8011 | -1.7411 | -1.1121, -1.8560, -1.7130, -1.1362,-1.9855,-2.0991,-2.2230,-2.1496 | -1.7843 |  4 hr 22 min 
 59   | -1.8023 | -1.7506 | -1.1452, -1.8562, -1.7131, -1.1226,-1.9876,-2.1057,-2.2136,-2.1483 | -1.7865 |  4 hr 26 min 
 60   | -1.8024 | -1.7493 | -1.1413, -1.8558, -1.7150, -1.1353,-1.9756,-2.0993,-2.2223,-2.1406 | -1.7856 |  4 hr 31 min 
 61   | -1.8023 | -1.7455 | -1.1300, -1.8562, -1.7121, -1.1273,-1.9872,-2.1043,-2.2143,-2.1529 | -1.7855 |  4 hr 35 min 
 62  * | -1.8027 | -1.7507 | -1.1409, -1.8564, -1.7147, -1.1304,-1.9879,-2.1022,-2.2254,-2.1542 | -1.7890 |  4 hr 40 min 
 63   | -1.8041 | -1.7443 | -1.1230, -1.8542, -1.7147, -1.1199,-1.9858,-2.1055,-2.2231,-2.1536 | -1.7850 |  4 hr 44 min 
 64   | -1.8026 | -1.7464 | -1.1342, -1.8555, -1.7166, -1.1165,-1.9828,-2.1036,-2.2115,-2.1409 | -1.7827 |  4 hr 48 min 
 65   | -1.8034 | -1.7481 | -1.1350, -1.8576, -1.7149, -1.1159,-1.9830,-2.1055,-2.2195,-2.1468 | -1.7848 |  4 hr 53 min 
 66   | -1.8044 | -1.7517 | -1.1473, -1.8568, -1.7155, -1.1298,-1.9818,-2.1057,-2.2207,-2.1439 | -1.7877 |  4 hr 57 min 
 67   | -1.8051 | -1.7502 | -1.1415, -1.8554, -1.7142, -1.1335,-1.9861,-2.1045,-2.2173,-2.1514 | -1.7880 |  5 hr 02 min 
 68   | -1.8045 | -1.7465 | -1.1422, -1.8560, -1.7108, -1.1254,-1.9807,-2.1006,-2.2121,-2.1331 | -1.7826 |  5 hr 06 min 
 69   | -1.8056 | -1.7487 | -1.1330, -1.8576, -1.7155, -1.1362,-1.9774,-2.1048,-2.2236,-2.1507 | -1.7873 |  5 hr 11 min 
 70   | -1.8052 | -1.7501 | -1.1412, -1.8586, -1.7137, -1.1113,-1.9877,-2.1039,-2.2182,-2.1517 | -1.7858 |  5 hr 15 min 
 71   | -1.8049 | -1.7490 | -1.1355, -1.8575, -1.7148, -1.1120,-1.9840,-2.1044,-2.2236,-2.1528 | -1.7856 |  5 hr 19 min 
 72   | -1.8061 | -1.7454 | -1.1336, -1.8575, -1.7150, -1.0555,-1.9834,-2.1037,-2.2018,-2.1545 | -1.7756 |  5 hr 24 min 
 73   | -1.8066 | -1.7504 | -1.1353, -1.8582, -1.7153, -1.1167,-1.9885,-2.1058,-2.2340,-2.1543 | -1.7885 |  5 hr 28 min 
 74   | -1.8067 | -1.7479 | -1.1347, -1.8568, -1.7135, -1.1241,-1.9847,-2.1029,-2.2168,-2.1490 | -1.7853 |  5 hr 33 min 
 75   | -1.8059 | -1.7490 | -1.1392, -1.8564, -1.7149, -1.1237,-1.9819,-2.1031,-2.2021,-2.1548 | -1.7845 |  5 hr 37 min 
 76   | -1.8071 | -1.7497 | -1.1404, -1.8557, -1.7113, -1.1340,-1.9905,-2.1014,-2.2244,-2.1529 | -1.7888 |  5 hr 42 min 
 77   | -1.8069 | -1.7481 | -1.1261, -1.8595, -1.7194, -1.1117,-1.9889,-2.1042,-2.2251,-2.1549 | -1.7862 |  5 hr 46 min 
 78   | -1.8079 | -1.7514 | -1.1401, -1.8560, -1.7173, -1.1087,-1.9792,-2.1042,-2.2326,-2.1579 | -1.7870 |  5 hr 50 min 
 79  * | -1.8071 | -1.7529 | -1.1444, -1.8575, -1.7164, -1.1310,-1.9876,-2.1039,-2.2270,-2.1511 | -1.7899 |  5 hr 55 min 
 80   | -1.8090 | -1.7487 | -1.1371, -1.8574, -1.7153, -1.1258,-1.9835,-2.1066,-2.2129,-2.1439 | -1.7853 |  5 hr 59 min 
 81   | -1.8089 | -1.7447 | -1.1153, -1.8587, -1.7177, -1.1048,-1.9895,-2.1072,-2.2264,-2.1531 | -1.7841 |  6 hr 04 min 
 82  * | -1.8089 | -1.7553 | -1.1499, -1.8588, -1.7148, -1.1403,-1.9915,-2.1040,-2.2330,-2.1524 | -1.7931 |  6 hr 08 min 
 83   | -1.8095 | -1.7478 | -1.1308, -1.8564, -1.7161, -1.1254,-1.9830,-2.1029,-2.2281,-2.1506 | -1.7867 |  6 hr 13 min 
 84   | -1.8103 | -1.7539 | -1.1425, -1.8611, -1.7165, -1.1355,-1.9864,-2.1079,-2.2221,-2.1554 | -1.7909 |  6 hr 17 min 
 85   | -1.8104 | -1.7496 | -1.1390, -1.8600, -1.7171, -1.1340,-1.9849,-2.1051,-2.1970,-2.1467 | -1.7855 |  6 hr 22 min 
 86   | -1.8105 | -1.7493 | -1.1428, -1.8587, -1.7125, -1.1245,-1.9845,-2.1091,-2.1968,-2.1519 | -1.7851 |  6 hr 27 min 
 87   | -1.8109 | -1.7486 | -1.1323, -1.8591, -1.7195, -1.0679,-1.9877,-2.1077,-2.2259,-2.1533 | -1.7817 |  6 hr 33 min 
 88   | -1.8119 | -1.7502 | -1.1334, -1.8579, -1.7179, -1.1328,-1.9901,-2.1059,-2.2230,-2.1569 | -1.7897 |  6 hr 38 min 
 89   | -1.8115 | -1.7516 | -1.1389, -1.8590, -1.7173, -1.1355,-1.9920,-2.1090,-2.2272,-2.1440 | -1.7904 |  6 hr 43 min 
 90   | -1.8119 | -1.7538 | -1.1500, -1.8571, -1.7169, -1.1293,-1.9819,-2.1076,-2.2166,-2.1535 | -1.7891 |  6 hr 47 min 
 91   | -1.8122 | -1.7518 | -1.1467, -1.8553, -1.7132, -1.1342,-1.9924,-2.1030,-2.2189,-2.1553 | -1.7899 |  6 hr 52 min 
 92   | -1.8129 | -1.7516 | -1.1385, -1.8597, -1.7173, -1.1347,-1.9917,-2.1061,-2.2233,-2.1525 | -1.7905 |  6 hr 56 min 
 93   | -1.8129 | -1.7523 | -1.1410, -1.8591, -1.7165, -1.1388,-1.9904,-2.1052,-2.2219,-2.1561 | -1.7911 |  7 hr 00 min 
 94   | -1.8131 | -1.7499 | -1.1451, -1.8560, -1.7127, -1.0739,-1.9807,-2.1021,-2.2285,-2.1518 | -1.7814 |  7 hr 05 min 
 95   | -1.8132 | -1.7447 | -1.1173, -1.8588, -1.7175, -1.1179,-1.9851,-2.1059,-2.2351,-2.1474 | -1.7856 |  7 hr 09 min 
 96   | -1.8145 | -1.7513 | -1.1403, -1.8577, -1.7158, -1.1312,-1.9845,-2.1099,-2.2250,-2.1495 | -1.7892 |  7 hr 14 min 
 97   | -1.8139 | -1.7535 | -1.1388, -1.8589, -1.7205, -1.1240,-1.9910,-2.1101,-2.2300,-2.1567 | -1.7912 |  7 hr 18 min 
 98   | -1.8146 | -1.7509 | -1.1459, -1.8566, -1.7167, -1.1297,-1.9918,-2.1041,-2.1879,-2.1533 | -1.7858 |  7 hr 22 min 
 99   | -1.8151 | -1.7498 | -1.1411, -1.8595, -1.7175, -1.0780,-1.9897,-2.1071,-2.2154,-2.1493 | -1.7822 |  7 hr 27 min 
 100  | -1.8135 | -1.7509 | -1.1337, -1.8605, -1.7193, -1.1275,-1.9926,-2.1073,-2.2212,-2.1519 | -1.7892 |  7 hr 31 min 
 101  | -1.8153 | -1.7540 | -1.1408, -1.8594, -1.7190, -1.1458,-1.9871,-2.1068,-2.2272,-2.1522 | -1.7923 |  7 hr 36 min 
 102  | -1.8144 | -1.7523 | -1.1481, -1.8554, -1.7169, -1.0692,-1.9923,-2.1061,-2.2241,-2.1518 | -1.7830 |  7 hr 40 min 
 103 * | -1.8149 | -1.7571 | -1.1509, -1.8598, -1.7183, -1.1275,-1.9915,-2.1099,-2.2318,-2.1581 | -1.7935 |  7 hr 45 min 
 104  | -1.8146 | -1.7524 | -1.1424, -1.8602, -1.7169, -1.1353,-1.9898,-2.1069,-2.2236,-2.1467 | -1.7902 |  7 hr 49 min 
 105  | -1.8161 | -1.7519 | -1.1462, -1.8563, -1.7170, -1.1011,-1.9734,-2.1050,-2.2241,-2.1530 | -1.7845 |  7 hr 54 min 
 106  | -1.8162 | -1.7476 | -1.1345, -1.8563, -1.7162, -1.0610,-1.9804,-2.1089,-2.2239,-2.1562 | -1.7797 |  7 hr 58 min 
 107  | -1.8160 | -1.7530 | -1.1458, -1.8597, -1.7169, -1.0945,-1.9885,-2.1096,-2.2343,-2.1519 | -1.7876 |  8 hr 03 min 
 108  | -1.8161 | -1.7526 | -1.1444, -1.8604, -1.7123, -1.1053,-1.9843,-2.1084,-2.2329,-2.1582 | -1.7883 |  8 hr 07 min 
 109  | -1.8168 | -1.7547 | -1.1482, -1.8602, -1.7164, -1.1390,-1.9797,-2.1106,-2.2199,-2.1564 | -1.7913 |  8 hr 11 min 
 110  | -1.8178 | -1.7530 | -1.1453, -1.8607, -1.7158, -1.1100,-1.9838,-2.1102,-2.2215,-2.1549 | -1.7878 |  8 hr 16 min 
 111  | -1.8176 | -1.7510 | -1.1353, -1.8603, -1.7177, -1.1082,-1.9869,-2.1075,-2.2243,-2.1561 | -1.7870 |  8 hr 20 min 
 112  | -1.8179 | -1.7544 | -1.1449, -1.8609, -1.7163, -1.1422,-1.9873,-2.1014,-2.2273,-2.1585 | -1.7923 |  8 hr 25 min 
 113 * | -1.8182 | -1.7562 | -1.1409, -1.8615, -1.7213, -1.1376,-1.9892,-2.1117,-2.2399,-2.1566 | -1.7948 |  8 hr 29 min 
 114  | -1.8187 | -1.7499 | -1.1321, -1.8594, -1.7184, -1.0909,-1.9911,-2.1103,-2.2179,-2.1577 | -1.7847 |  8 hr 34 min 
 115  | -1.8198 | -1.7421 | -1.1123, -1.8586, -1.7157, -1.0674,-1.9902,-2.1066,-2.2350,-2.1594 | -1.7807 |  8 hr 38 min 
 116 * | -1.8194 | -1.7588 | -1.1517, -1.8625, -1.7204, -1.1472,-1.9961,-2.1113,-2.2265,-2.1538 | -1.7962 |  8 hr 43 min 
 117  | -1.8185 | -1.7542 | -1.1464, -1.8619, -1.7138, -1.0949,-1.9911,-2.1091,-2.2244,-2.1586 | -1.7875 |  8 hr 47 min 
 118  | -1.8199 | -1.7544 | -1.1453, -1.8603, -1.7185, -1.1071,-1.9904,-2.1115,-2.2308,-2.1550 | -1.7899 |  8 hr 51 min 
 119  | -1.8194 | -1.7528 | -1.1406, -1.8599, -1.7200, -1.1353,-1.9901,-2.1109,-2.2325,-2.1435 | -1.7916 |  8 hr 56 min 
 120  | -1.8202 | -1.7592 | -1.1540, -1.8617, -1.7201, -1.1405,-1.9951,-2.1121,-2.2283,-2.1546 | -1.7958 |  9 hr 00 min 
 121  | -1.8198 | -1.7522 | -1.1436, -1.8604, -1.7157, -1.1082,-1.9809,-2.1041,-2.2254,-2.1569 | -1.7869 |  9 hr 05 min 
 122  | -1.8204 | -1.7533 | -1.1365, -1.8614, -1.7187, -1.1374,-1.9901,-2.1104,-2.2253,-2.1588 | -1.7923 |  9 hr 09 min 
 123  | -1.8198 | -1.7463 | -1.1178, -1.8610, -1.7189, -1.1211,-1.9896,-2.1105,-2.2317,-2.1521 | -1.7878 |  9 hr 14 min 
 124  | -1.8211 | -1.7578 | -1.1533, -1.8608, -1.7182, -1.1175,-1.9945,-2.1100,-2.2299,-2.1589 | -1.7929 |  9 hr 18 min 
 125  | -1.8206 | -1.7517 | -1.1336, -1.8636, -1.7185, -1.1203,-1.9870,-2.1106,-2.2301,-2.1540 | -1.7897 |  9 hr 23 min 
 126  | -1.8207 | -1.7555 | -1.1431, -1.8624, -1.7191, -1.1251,-1.9892,-2.1074,-2.2263,-2.1593 | -1.7915 |  9 hr 27 min 
 127  | -1.8227 | -1.7466 | -1.1304, -1.8600, -1.7178, -1.0988,-1.9836,-2.1111,-2.2018,-2.1487 | -1.7815 |  9 hr 32 min 
 128  | -1.8208 | -1.7539 | -1.1420, -1.8622, -1.7172, -1.1324,-1.9915,-2.1091,-2.2255,-2.1530 | -1.7916 |  9 hr 36 min 
 129  | -1.8219 | -1.7480 | -1.1306, -1.8579, -1.7162, -1.1123,-1.9836,-2.1120,-2.2215,-2.1516 | -1.7857 |  9 hr 40 min 
 130  | -1.8224 | -1.7509 | -1.1438, -1.8591, -1.7178, -1.0687,-1.9915,-2.1100,-2.2008,-2.1591 | -1.7814 |  9 hr 45 min 
 131  | -1.8226 | -1.7582 | -1.1492, -1.8638, -1.7209, -1.1333,-1.9902,-2.1089,-2.2235,-2.1594 | -1.7936 |  9 hr 49 min 
 132  | -1.8232 | -1.7496 | -1.1279, -1.8618, -1.7194, -1.1319,-1.9905,-2.1130,-2.2262,-2.1498 | -1.7901 |  9 hr 54 min 
 133  | -1.8232 | -1.7500 | -1.1372, -1.8599, -1.7199, -1.1157,-1.9910,-2.1108,-2.2024,-2.1523 | -1.7862 |  9 hr 58 min 
 134  | -1.8232 | -1.7535 | -1.1330, -1.8626, -1.7194, -1.1338,-1.9928,-2.1138,-2.2330,-2.1578 | -1.7933 | 10 hr 03 min 
 135  | -1.8236 | -1.7507 | -1.1478, -1.8629, -1.7212, -1.0586,-1.9823,-2.1125,-2.1741,-2.1464 | -1.7757 | 10 hr 07 min 
 136  | -1.8241 | -1.7532 | -1.1325, -1.8614, -1.7210, -1.1303,-1.9934,-2.1132,-2.2371,-2.1581 | -1.7934 | 10 hr 12 min 
 137  | -1.8241 | -1.7549 | -1.1393, -1.8625, -1.7208, -1.1473,-1.9923,-2.1126,-2.2279,-2.1522 | -1.7944 | 10 hr 16 min 
 138  | -1.8243 | -1.7579 | -1.1536, -1.8627, -1.7206, -1.1421,-1.9937,-2.1111,-2.2192,-2.1456 | -1.7936 | 10 hr 20 min 
 139  | -1.8240 | -1.7606 | -1.1567, -1.8644, -1.7214, -1.1353,-1.9945,-2.1095,-2.2264,-2.1542 | -1.7953 | 10 hr 25 min 
 140  | -1.8256 | -1.7494 | -1.1350, -1.8620, -1.7153, -1.0907,-1.9835,-2.1130,-2.2183,-2.1584 | -1.7845 | 10 hr 29 min 
 141  | -1.8260 | -1.7569 | -1.1421, -1.8623, -1.7204, -1.1460,-1.9897,-2.1121,-2.2387,-2.1580 | -1.7962 | 10 hr 34 min 
 142 * | -1.8253 | -1.7594 | -1.1478, -1.8637, -1.7220, -1.1403,-1.9917,-2.1147,-2.2433,-2.1554 | -1.7974 | 10 hr 38 min 
 143  | -1.8265 | -1.7574 | -1.1461, -1.8637, -1.7209, -1.1346,-1.9871,-2.1103,-2.2272,-2.1564 | -1.7933 | 10 hr 43 min 
 144  | -1.8265 | -1.7537 | -1.1378, -1.8619, -1.7195, -1.1172,-1.9946,-2.1116,-2.2391,-2.1476 | -1.7912 | 10 hr 47 min 
 145  | -1.8267 | -1.7571 | -1.1490, -1.8628, -1.7215, -1.1332,-1.9948,-2.1131,-2.2075,-2.1575 | -1.7924 | 10 hr 52 min 
 146  | -1.8266 | -1.7545 | -1.1405, -1.8602, -1.7185, -1.1420,-1.9929,-2.1134,-2.2314,-2.1564 | -1.7944 | 10 hr 56 min 
 147  | -1.8274 | -1.7542 | -1.1470, -1.8566, -1.7213, -1.0829,-1.9945,-2.1120,-2.2249,-2.1558 | -1.7869 | 11 hr 01 min 
 148  | -1.8275 | -1.7590 | -1.1512, -1.8613, -1.7215, -1.1405,-1.9891,-2.1110,-2.2281,-2.1616 | -1.7955 | 11 hr 05 min 
 149  | -1.8260 | -1.7545 | -1.1362, -1.8623, -1.7203, -1.1270,-1.9955,-2.1071,-2.2335,-2.1613 | -1.7929 | 11 hr 09 min 
 150  | -1.8288 | -1.7574 | -1.1500, -1.8619, -1.7192, -1.1371,-1.9946,-2.1130,-2.2371,-2.1453 | -1.7948 | 11 hr 14 min 
 151  | -1.8281 | -1.7552 | -1.1437, -1.8610, -1.7197, -1.1420,-1.9917,-2.1119,-2.2226,-2.1557 | -1.7935 | 11 hr 18 min 
 152  | -1.8292 | -1.7551 | -1.1461, -1.8619, -1.7193, -1.1063,-1.9889,-2.1111,-2.2265,-2.1559 | -1.7895 | 11 hr 23 min 
 153  | -1.8302 | -1.7569 | -1.1426, -1.8637, -1.7214, -1.1190,-1.9923,-2.1146,-2.2322,-2.1596 | -1.7932 | 11 hr 27 min 
 154  | -1.8294 | -1.7527 | -1.1384, -1.8591, -1.7202, -1.1167,-1.9956,-2.1090,-2.2182,-2.1592 | -1.7895 | 11 hr 32 min 
 155  | -1.8281 | -1.7512 | -1.1335, -1.8605, -1.7195, -1.1363,-1.9923,-2.1131,-2.2000,-2.1600 | -1.7894 | 11 hr 36 min 
 156  | -1.8291 | -1.7516 | -1.1377, -1.8611, -1.7156, -1.1222,-1.9875,-2.1071,-2.2278,-2.1535 | -1.7891 | 11 hr 41 min 
 157  | -1.8258 | -1.7513 | -1.1233, -1.8611, -1.7232, -1.1088,-1.9968,-2.1154,-2.2435,-2.1625 | -1.7918 | 11 hr 45 min 
 158  | -1.8241 | -1.7576 | -1.1484, -1.8633, -1.7199, -1.1528,-1.9955,-2.1146,-2.2161,-2.1545 | -1.7957 | 11 hr 50 min 
 159 * | -1.8264 | -1.7603 | -1.1534, -1.8648, -1.7211, -1.1544,-1.9938,-2.1094,-2.2377,-2.1528 | -1.7984 | 11 hr 54 min 
