Namespace(bs=48, fold=3, gpu=6, lr=5e-05, name='0817-fine')
~~~~~~~~~~~~ fold 3 ~~~~~~~~~~~~
raw train:68003 -- raw val:17000
train:68003 --- val:17000
load pre-trained done.....
epoch | train loss |  valid loss |  1JHC,   2JHC,   3JHC,   1JHN,   2JHN,   3JHN,   2JHH,   3JHH  |  log_mae  |  time 
 151  | -1.8729 | -1.6228 | -0.9445, -1.7079, -1.5516, -1.1226,-1.9612,-2.0141,-2.1145,-1.8983 | -1.6643 | 11 hr 21 min 
 152  | -1.8720 | -1.6275 | -0.9557, -1.7082, -1.5509, -1.1317,-1.9609,-2.0117,-2.1300,-1.8966 | -1.6682 | 11 hr 26 min 
 153  | -1.8745 | -1.6248 | -0.9483, -1.7070, -1.5513, -1.1251,-1.9639,-2.0117,-2.1287,-1.8959 | -1.6665 | 11 hr 30 min 
 154 * | -1.8749 | -1.6275 | -0.9534, -1.7086, -1.5512, -1.1352,-1.9641,-2.0130,-2.1305,-1.9021 | -1.6698 | 11 hr 35 min 
 155  | -1.8737 | -1.6208 | -0.9337, -1.7087, -1.5517, -1.1267,-1.9613,-2.0144,-2.1336,-1.8994 | -1.6662 | 11 hr 39 min 
 156  | -1.8744 | -1.6206 | -0.9456, -1.7052, -1.5476, -1.1276,-1.9607,-2.0107,-2.1140,-1.8912 | -1.6628 | 11 hr 44 min 
 157  | -1.8749 | -1.6215 | -0.9375, -1.7079, -1.5503, -1.1217,-1.9645,-2.0173,-2.1330,-1.8983 | -1.6663 | 11 hr 48 min 
 158  | -1.8740 | -1.6259 | -0.9551, -1.7081, -1.5508, -1.1312,-1.9618,-2.0127,-2.1192,-1.8933 | -1.6665 | 11 hr 53 min 
 159  | -1.8747 | -1.6256 | -0.9507, -1.7083, -1.5508, -1.1350,-1.9602,-2.0133,-2.1333,-1.8970 | -1.6686 | 11 hr 58 min 
 160  | -1.8759 | -1.6238 | -0.9479, -1.7071, -1.5513, -1.0938,-1.9618,-2.0140,-2.1247,-1.8943 | -1.6619 | 12 hr 04 min 
 161  | -1.8772 | -1.6267 | -0.9527, -1.7069, -1.5521, -1.1311,-1.9636,-2.0120,-2.1269,-1.8989 | -1.6680 | 12 hr 09 min 
 162  | -1.8759 | -1.6232 | -0.9406, -1.7095, -1.5516, -1.1213,-1.9631,-2.0157,-2.1384,-1.8951 | -1.6669 | 12 hr 14 min 
 163  | -1.8752 | -1.6238 | -0.9491, -1.7076, -1.5508, -1.1121,-1.9644,-2.0129,-2.1250,-1.8890 | -1.6639 | 12 hr 18 min 
 164 * | -1.8742 | -1.6263 | -0.9504, -1.7073, -1.5512, -1.1384,-1.9655,-2.0159,-2.1378,-1.8979 | -1.6705 | 12 hr 23 min 
 165  | -1.8752 | -1.6255 | -0.9476, -1.7095, -1.5505, -1.1248,-1.9599,-2.0129,-2.1352,-1.9011 | -1.6677 | 12 hr 27 min 
 166  | -1.8777 | -1.6267 | -0.9498, -1.7099, -1.5521, -1.1035,-1.9611,-2.0167,-2.1346,-1.9007 | -1.6661 | 12 hr 31 min 
 167  | -1.8781 | -1.6234 | -0.9454, -1.7064, -1.5517, -1.1321,-1.9653,-2.0115,-2.1177,-1.8978 | -1.6660 | 12 hr 36 min 
 168  | -1.8799 | -1.6254 | -0.9477, -1.7088, -1.5521, -1.1287,-1.9649,-2.0138,-2.1375,-1.8933 | -1.6684 | 12 hr 41 min 
 169  | -1.8787 | -1.6239 | -0.9448, -1.7089, -1.5503, -1.1309,-1.9657,-2.0122,-2.1272,-1.8945 | -1.6668 | 12 hr 45 min 
 170  | -1.8791 | -1.6240 | -0.9430, -1.7070, -1.5519, -1.1199,-1.9657,-2.0159,-2.1408,-1.9003 | -1.6681 | 12 hr 49 min 
 171 * | -1.8789 | -1.6304 | -0.9588, -1.7087, -1.5531, -1.1305,-1.9682,-2.0171,-2.1401,-1.9004 | -1.6721 | 12 hr 54 min 
 172  | -1.8805 | -1.6255 | -0.9455, -1.7103, -1.5533, -1.0916,-1.9652,-2.0086,-2.1378,-1.9009 | -1.6641 | 12 hr 58 min 
 173  | -1.8793 | -1.6229 | -0.9428, -1.7081, -1.5501, -1.1190,-1.9604,-2.0124,-2.1360,-1.8981 | -1.6659 | 13 hr 03 min 
 174  | -1.8812 | -1.6227 | -0.9379, -1.7093, -1.5510, -1.1303,-1.9616,-2.0164,-2.1349,-1.9011 | -1.6678 | 13 hr 07 min 
 175  | -1.8820 | -1.6255 | -0.9488, -1.7095, -1.5524, -1.0766,-1.9565,-2.0136,-2.1287,-1.8995 | -1.6607 | 13 hr 12 min 
 176  | -1.8821 | -1.6231 | -0.9466, -1.7063, -1.5515, -1.1294,-1.9648,-2.0129,-2.1225,-1.8924 | -1.6658 | 13 hr 16 min 
 177  | -1.8823 | -1.6150 | -0.9200, -1.7093, -1.5489, -1.1303,-1.9619,-2.0046,-2.1336,-1.8962 | -1.6631 | 13 hr 21 min 
 178  | -1.8823 | -1.6226 | -0.9396, -1.7102, -1.5518, -1.1433,-1.9651,-2.0115,-2.1183,-1.8984 | -1.6673 | 13 hr 25 min 
 179  | -1.8831 | -1.6192 | -0.9273, -1.7099, -1.5515, -1.1106,-1.9605,-2.0122,-2.1394,-1.8982 | -1.6637 | 13 hr 30 min 
 180  | -1.8845 | -1.6225 | -0.9370, -1.7092, -1.5521, -1.1386,-1.9624,-2.0162,-2.1259,-1.8994 | -1.6676 | 13 hr 34 min 
 181  | -1.8844 | -1.6237 | -0.9425, -1.7095, -1.5507, -1.1205,-1.9650,-2.0135,-2.1357,-1.8983 | -1.6670 | 13 hr 39 min 
 182  | -1.8842 | -1.6228 | -0.9352, -1.7102, -1.5535, -1.0865,-1.9649,-2.0156,-2.1390,-1.9022 | -1.6634 | 13 hr 43 min 
 183  | -1.8869 | -1.6248 | -0.9440, -1.7085, -1.5526, -1.1426,-1.9663,-2.0133,-2.1350,-1.8999 | -1.6703 | 13 hr 48 min 
 184  | -1.8731 | -1.6261 | -0.9500, -1.7101, -1.5518, -1.1249,-1.9646,-2.0141,-2.1283,-1.8973 | -1.6676 | 13 hr 52 min 
 185  | -1.8718 | -1.6265 | -0.9505, -1.7088, -1.5522, -1.1371,-1.9631,-2.0133,-2.1381,-1.8954 | -1.6698 | 13 hr 57 min 
 186  | -1.8724 | -1.6292 | -0.9553, -1.7090, -1.5531, -1.1419,-1.9661,-2.0131,-2.1386,-1.8992 | -1.6720 | 14 hr 01 min 
 187  | -1.8737 | -1.6241 | -0.9521, -1.7099, -1.5499, -1.1046,-1.9614,-2.0134,-2.0998,-1.8982 | -1.6612 | 14 hr 06 min 
 188 * | -1.8719 | -1.6285 | -0.9527, -1.7098, -1.5520, -1.1401,-1.9646,-2.0166,-2.1380,-1.9036 | -1.6722 | 14 hr 10 min 
 189  | -1.8729 | -1.6264 | -0.9523, -1.7089, -1.5523, -1.1425,-1.9637,-2.0135,-2.1126,-1.8981 | -1.6680 | 14 hr 15 min 
 190  | -1.8729 | -1.6260 | -0.9517, -1.7092, -1.5520, -1.1343,-1.9632,-2.0135,-2.1253,-1.8932 | -1.6678 | 14 hr 19 min 
 191  | -1.8727 | -1.6262 | -0.9484, -1.7098, -1.5535, -1.0889,-1.9579,-2.0137,-2.1355,-1.9005 | -1.6635 | 14 hr 24 min 
 192  | -1.8731 | -1.6211 | -0.9436, -1.7064, -1.5506, -1.0977,-1.9628,-2.0158,-2.1143,-1.8927 | -1.6605 | 14 hr 28 min 
 193  | -1.8741 | -1.6227 | -0.9389, -1.7114, -1.5495, -1.1276,-1.9660,-2.0168,-2.1290,-1.9006 | -1.6675 | 14 hr 33 min 
 194  | -1.8751 | -1.6275 | -0.9503, -1.7108, -1.5516, -1.1416,-1.9618,-2.0168,-2.1393,-1.9018 | -1.6718 | 14 hr 37 min 
 195  | -1.8745 | -1.6231 | -0.9366, -1.7095, -1.5538, -1.1157,-1.9637,-2.0133,-2.1357,-1.9000 | -1.6660 | 14 hr 42 min 
 196  | -1.8743 | -1.6272 | -0.9567, -1.7075, -1.5492, -1.0948,-1.9645,-2.0140,-2.1321,-1.8982 | -1.6646 | 14 hr 46 min 
 197  | -1.8744 | -1.6263 | -0.9481, -1.7107, -1.5530, -1.1055,-1.9629,-2.0112,-2.1384,-1.8948 | -1.6656 | 14 hr 51 min 
 198  | -1.8744 | -1.6266 | -0.9529, -1.7066, -1.5506, -1.1380,-1.9630,-2.0129,-2.1396,-1.8962 | -1.6700 | 14 hr 55 min 
 199  | -1.8745 | -1.6253 | -0.9419, -1.7090, -1.5529, -1.1370,-1.9662,-2.0174,-2.1421,-1.9009 | -1.6709 | 15 hr 00 min 
