Namespace(bs=48, fold=0, gpu=3, lr=0.001, name='0817')
~~~~~~~~~~~~ fold 0 ~~~~~~~~~~~~
raw train:68002 -- raw val:17001
train:68002 --- val:17001
epoch | train loss |  valid loss |  1JHC,   2JHC,   3JHC,   1JHN,   2JHN,   3JHN,   2JHH,   3JHH  |  log_mae  |  time 
 17   | -1.1256 | -1.2257 | -0.5787, -1.3378, -1.2301, -0.5277,-0.9319,-1.6316,-1.5393,-1.6329 | -1.1762 |  1 hr 20 min 
 18   | -1.1418 | -1.2680 | -0.6227, -1.3975, -1.2891, -0.6306,-0.9217,-1.6046,-1.5345,-1.6081 | -1.2011 |  1 hr 24 min 
 19  * | -1.1535 | -1.2853 | -0.6196, -1.4015, -1.3239, -0.6536,-0.9881,-1.6468,-1.5150,-1.6916 | -1.2300 |  1 hr 29 min 
 20  * | -1.1673 | -1.2891 | -0.5843, -1.4367, -1.3241, -0.5757,-0.9836,-1.6617,-1.5592,-1.7293 | -1.2318 |  1 hr 33 min 
 21  * | -1.1805 | -1.3036 | -0.6444, -1.4199, -1.3119, -0.5410,-1.0691,-1.6326,-1.5581,-1.7470 | -1.2405 |  1 hr 38 min 
 22   | -1.1886 | -1.2605 | -0.5672, -1.4191, -1.2953, -0.4366,-1.0330,-1.6769,-1.4835,-1.6511 | -1.1953 |  1 hr 42 min 
 23  * | -1.2028 | -1.3124 | -0.6245, -1.4599, -1.3688, -0.7248,-0.9830,-1.7052,-1.4085,-1.7205 | -1.2494 |  1 hr 47 min 
 24  * | -1.2133 | -1.3493 | -0.6449, -1.4796, -1.3925, -0.6227,-1.1020,-1.7036,-1.5804,-1.7709 | -1.2871 |  1 hr 51 min 
 25   | -1.2210 | -1.3001 | -0.5866, -1.4663, -1.3309, -0.4874,-1.0430,-1.6639,-1.6032,-1.7615 | -1.2428 |  1 hr 56 min 
 26   | -1.2325 | -1.3244 | -0.6234, -1.4378, -1.3698, -0.7232,-1.0423,-1.6896,-1.5650,-1.7155 | -1.2708 |  2 hr 00 min 
 27  * | -1.2398 | -1.3004 | -0.4981, -1.5100, -1.3566, -0.8157,-1.0730,-1.6937,-1.6270,-1.7671 | -1.2926 |  2 hr 05 min 
 28  * | -1.2495 | -1.3411 | -0.5955, -1.5052, -1.3840, -0.8395,-1.0921,-1.6934,-1.5674,-1.7816 | -1.3073 |  2 hr 09 min 
 29   | -1.2565 | -1.3391 | -0.6105, -1.5029, -1.3710, -0.8442,-0.9800,-1.6962,-1.5200,-1.7847 | -1.2887 |  2 hr 14 min 
 30  * | -1.2665 | -1.3572 | -0.6031, -1.4598, -1.4266, -0.8456,-1.0086,-1.7283,-1.6983,-1.7955 | -1.3207 |  2 hr 18 min 
 31  * | -1.2663 | -1.3728 | -0.6409, -1.4814, -1.4099, -0.8300,-1.0978,-1.7117,-1.6713,-1.7907 | -1.3292 |  2 hr 23 min 
 32   | -1.2689 | -1.3586 | -0.6179, -1.4935, -1.4302, -0.8578,-0.9869,-1.7048,-1.5730,-1.8164 | -1.3101 |  2 hr 27 min 
 33   | -1.2867 | -1.3561 | -0.6256, -1.5116, -1.4273, -0.3725,-1.0451,-1.7084,-1.5427,-1.8195 | -1.2566 |  2 hr 32 min 
 34   | -1.2914 | -1.3560 | -0.6462, -1.4584, -1.4100, -0.8918,-1.0106,-1.7172,-1.6693,-1.7448 | -1.3185 |  2 hr 36 min 
 35   | -1.2979 | -1.3710 | -0.7145, -1.4450, -1.4116, -0.4620,-0.9776,-1.7271,-1.6776,-1.7948 | -1.2763 |  2 hr 41 min 
 36  * | -1.3017 | -1.4078 | -0.7210, -1.5593, -1.4329, -0.8678,-1.0014,-1.7005,-1.5716,-1.7850 | -1.3299 |  2 hr 45 min 
 37   | -1.3143 | -1.3727 | -0.6282, -1.5230, -1.4191, -0.6341,-0.9832,-1.6670,-1.7143,-1.8277 | -1.2996 |  2 hr 50 min 
 38   | -1.3190 | -1.4266 | -0.7481, -1.5627, -1.4751, -0.5015,-0.9542,-1.7395,-1.6969,-1.8186 | -1.3121 |  2 hr 54 min 
 39   | -1.3238 | -1.3851 | -0.6369, -1.5476, -1.4439, -0.6267,-0.9408,-1.6661,-1.7087,-1.8627 | -1.3042 |  2 hr 59 min 
 40   | -1.3248 | -1.3897 | -0.7029, -1.4623, -1.4716, -0.6910,-0.8959,-1.7363,-1.6558,-1.8479 | -1.3080 |  3 hr 03 min 
 41  * | -1.3359 | -1.4376 | -0.7267, -1.5876, -1.4590, -0.8136,-0.9792,-1.7148,-1.7169,-1.8584 | -1.3570 |  3 hr 08 min 
 42   | -1.3431 | -1.3838 | -0.6508, -1.5476, -1.4287, -0.9319,-0.9951,-1.7376,-1.6554,-1.7460 | -1.3366 |  3 hr 12 min 
 43  * | -1.3473 | -1.4203 | -0.6439, -1.5700, -1.4661, -0.8853,-1.0557,-1.7524,-1.7513,-1.8951 | -1.3775 |  3 hr 17 min 
 44   | -1.3471 | -1.4132 | -0.7027, -1.5467, -1.4452, -0.8228,-1.0263,-1.7584,-1.7084,-1.8296 | -1.3550 |  3 hr 21 min 
 45   | -1.3474 | -1.4328 | -0.7246, -1.5587, -1.4588, -0.8279,-0.9646,-1.7509,-1.7461,-1.8362 | -1.3585 |  3 hr 26 min 
 46  * | -1.3617 | -1.4376 | -0.6826, -1.5768, -1.4869, -0.9292,-1.0634,-1.7194,-1.7606,-1.8717 | -1.3863 |  3 hr 30 min 
 47   | -1.3670 | -1.3872 | -0.6956, -1.4523, -1.4820, -0.6598,-0.9714,-1.7365,-1.5965,-1.8399 | -1.3043 |  3 hr 35 min 
 48   | -1.3660 | -1.4248 | -0.6118, -1.6111, -1.5114, -0.8605,-1.0182,-1.7703,-1.7690,-1.8577 | -1.3762 |  3 hr 39 min 
 49   | -1.3750 | -1.4041 | -0.5805, -1.5955, -1.4896, -0.9435,-0.9750,-1.7170,-1.7696,-1.8697 | -1.3676 |  3 hr 43 min 
 50   | -1.3800 | -1.4653 | -0.7874, -1.5548, -1.4709, -0.8752,-1.0199,-1.7477,-1.7484,-1.8858 | -1.3863 |  3 hr 48 min 
 51  * | -1.3852 | -1.4714 | -0.7799, -1.6042, -1.4620, -0.8491,-1.0049,-1.7676,-1.7671,-1.8974 | -1.3915 |  3 hr 52 min 
 52   | -1.3870 | -1.4377 | -0.6689, -1.6079, -1.5143, -0.8065,-0.9362,-1.7282,-1.7655,-1.8918 | -1.3649 |  3 hr 57 min 
 53   | -1.3925 | -1.4595 | -0.7839, -1.6320, -1.3974, -0.8193,-0.9975,-1.7620,-1.7725,-1.9313 | -1.3870 |  4 hr 01 min 
 54  * | -1.3955 | -1.4588 | -0.6660, -1.6194, -1.5146, -0.9769,-1.0120,-1.7731,-1.8167,-1.9138 | -1.4116 |  4 hr 06 min 
 55   | -1.4011 | -1.4582 | -0.7732, -1.5938, -1.4573, -0.8550,-0.9180,-1.7601,-1.7453,-1.8788 | -1.3727 |  4 hr 10 min 
 56   | -1.4060 | -1.4777 | -0.7719, -1.5656, -1.5059, -0.9030,-0.9954,-1.7604,-1.7792,-1.9021 | -1.3979 |  4 hr 15 min 
 57  * | -1.4104 | -1.4869 | -0.7189, -1.6291, -1.5418, -0.9750,-0.9562,-1.7905,-1.8479,-1.9355 | -1.4244 |  4 hr 19 min 
 58   | -1.4082 | -1.4215 | -0.6657, -1.6102, -1.4837, -0.7066,-0.9307,-1.7763,-1.7503,-1.7947 | -1.3398 |  4 hr 24 min 
 59   | -1.4179 | -1.4617 | -0.7262, -1.5512, -1.5243, -0.8262,-0.9665,-1.7657,-1.8118,-1.8832 | -1.3819 |  4 hr 28 min 
 60   | -1.4160 | -1.3949 | -0.6216, -1.5168, -1.4712, -0.6800,-0.9674,-1.7818,-1.6222,-1.9381 | -1.3249 |  4 hr 32 min 
 61   | -1.4215 | -1.5063 | -0.7970, -1.6361, -1.5170, -1.0034,-0.9716,-1.7836,-1.6856,-1.9513 | -1.4182 |  4 hr 37 min 
 62   | -1.4268 | -1.4851 | -0.7443, -1.5788, -1.5428, -0.9265,-0.9856,-1.7455,-1.7719,-1.9195 | -1.4019 |  4 hr 41 min 
 63   | -1.4127 | -1.4677 | -0.7451, -1.6147, -1.5071, -0.6542,-0.9916,-1.7904,-1.8456,-1.8575 | -1.3758 |  4 hr 46 min 
 64  * | -1.4310 | -1.4972 | -0.7491, -1.6315, -1.5307, -1.0101,-1.0005,-1.7635,-1.7833,-1.9467 | -1.4269 |  4 hr 50 min 
 65   | -1.4370 | -1.4994 | -0.7471, -1.6330, -1.5687, -0.9623,-0.9111,-1.7870,-1.8045,-1.9130 | -1.4158 |  4 hr 55 min 
 66   | -1.4384 | -1.5070 | -0.8054, -1.6081, -1.5560, -0.9752,-0.9635,-1.7764,-1.7639,-1.9200 | -1.4211 |  4 hr 59 min 
 67   | -1.4445 | -1.4907 | -0.8010, -1.6163, -1.4996, -0.7887,-1.0299,-1.7461,-1.6894,-1.9152 | -1.3858 |  5 hr 04 min 
 68   | -1.4467 | -1.5086 | -0.7960, -1.6545, -1.5397, -0.8601,-1.0255,-1.8125,-1.6951,-1.9233 | -1.4133 |  5 hr 08 min 
 69  * | -1.4477 | -1.5231 | -0.7804, -1.6660, -1.5652, -1.0091,-1.0228,-1.7557,-1.8100,-1.9228 | -1.4415 |  5 hr 13 min 
 70   | -1.4538 | -1.4630 | -0.6879, -1.6527, -1.5272, -0.7265,-0.9178,-1.7754,-1.7610,-1.9080 | -1.3696 |  5 hr 17 min 
 71   | -1.4550 | -1.5227 | -0.7992, -1.6643, -1.5391, -0.8784,-0.9490,-1.7756,-1.8372,-1.9584 | -1.4251 |  5 hr 21 min 
 72   | -1.4571 | -1.4711 | -0.7006, -1.6231, -1.5422, -0.8483,-0.9071,-1.7959,-1.8603,-1.9158 | -1.3991 |  5 hr 26 min 
 73  * | -1.4608 | -1.5274 | -0.7743, -1.6378, -1.5567, -1.0522,-0.9721,-1.8181,-1.8463,-1.9755 | -1.4541 |  5 hr 30 min 
 74   | -1.4654 | -1.5136 | -0.7733, -1.6277, -1.5654, -0.9925,-0.9629,-1.8124,-1.7604,-1.9282 | -1.4279 |  5 hr 35 min 
 75  * | -1.4665 | -1.5473 | -0.8426, -1.6648, -1.5549, -1.0811,-1.0214,-1.8013,-1.8229,-1.9206 | -1.4637 |  5 hr 39 min 
 76   | -1.4701 | -1.4858 | -0.7035, -1.6701, -1.5260, -0.9923,-1.0228,-1.8097,-1.7892,-1.9089 | -1.4278 |  5 hr 44 min 
 77   | -1.4727 | -1.5300 | -0.7959, -1.6575, -1.5158, -1.0506,-0.9986,-1.7605,-1.8291,-1.9839 | -1.4490 |  5 hr 48 min 
 78   | -1.4764 | -1.5013 | -0.7258, -1.6551, -1.5392, -0.9868,-1.0347,-1.7904,-1.8576,-1.9526 | -1.4428 |  5 hr 53 min 
 79   | -1.4767 | -1.5473 | -0.8880, -1.6629, -1.5472, -0.6440,-0.9585,-1.7982,-1.8357,-1.9440 | -1.4098 |  5 hr 57 min 
 80   | -1.4802 | -1.4973 | -0.7904, -1.6631, -1.5074, -1.0572,-0.9832,-1.8277,-1.8767,-1.7279 | -1.4292 |  6 hr 02 min 
 81   | -1.4826 | -1.4928 | -0.7283, -1.6530, -1.5553, -1.0067,-0.9528,-1.8101,-1.7517,-1.8679 | -1.4157 |  6 hr 06 min 
 82   | -1.4865 | -1.5535 | -0.8125, -1.6826, -1.5751, -1.0089,-0.9690,-1.8064,-1.8423,-1.9946 | -1.4614 |  6 hr 11 min 
 83   | -1.4881 | -1.5330 | -0.7729, -1.6859, -1.5620, -0.9813,-1.0218,-1.7931,-1.8777,-1.9594 | -1.4568 |  6 hr 15 min 
 84   | -1.4907 | -1.5218 | -0.7893, -1.6031, -1.5307, -1.0082,-1.0403,-1.8110,-1.8960,-1.9722 | -1.4563 |  6 hr 20 min 
 85   | -1.4884 | -1.5182 | -0.7644, -1.6936, -1.5576, -0.9007,-0.9873,-1.7969,-1.7889,-1.9579 | -1.4309 |  6 hr 24 min 
 86  * | -1.4955 | -1.5682 | -0.8273, -1.6850, -1.5908, -1.0449,-0.9831,-1.8282,-1.8888,-1.9978 | -1.4807 |  6 hr 28 min 
 87   | -1.4976 | -1.5255 | -0.7961, -1.6717, -1.5330, -1.0312,-0.9265,-1.8191,-1.8969,-1.8971 | -1.4464 |  6 hr 33 min 
 88   | -1.4983 | -1.5401 | -0.8278, -1.6867, -1.5512, -0.9893,-0.9791,-1.8204,-1.8138,-1.8935 | -1.4452 |  6 hr 37 min 
 89   | -1.5005 | -1.5308 | -0.7854, -1.6834, -1.5772, -1.0263,-1.0043,-1.8012,-1.8116,-1.8780 | -1.4459 |  6 hr 42 min 
 90   | -1.5054 | -1.4501 | -0.5533, -1.6817, -1.5767, -0.9264,-1.0371,-1.7873,-1.8938,-1.9212 | -1.4222 |  6 hr 46 min 
 91   | -1.5062 | -1.5326 | -0.7266, -1.6821, -1.5819, -1.0567,-1.0286,-1.8249,-1.9153,-1.9253 | -1.4677 |  6 hr 51 min 
 92   | -1.5070 | -1.5177 | -0.7390, -1.6630, -1.5740, -1.0594,-0.9656,-1.8253,-1.8681,-1.9083 | -1.4503 |  6 hr 55 min 
 93   | -1.5109 | -1.5559 | -0.8235, -1.6809, -1.5692, -1.0606,-1.0243,-1.7747,-1.8726,-1.9763 | -1.4728 |  7 hr 00 min 
 94   | -1.5143 | -1.5151 | -0.7742, -1.6459, -1.5618, -0.8480,-1.0287,-1.8030,-1.8474,-1.9445 | -1.4317 |  7 hr 04 min 
 95   | -1.5137 | -1.5416 | -0.7767, -1.6903, -1.5835, -1.0466,-1.0294,-1.8229,-1.7577,-1.9689 | -1.4595 |  7 hr 09 min 
 96   | -1.5171 | -1.5680 | -0.8596, -1.6833, -1.5636, -1.0576,-0.9991,-1.8156,-1.8932,-1.9315 | -1.4754 |  7 hr 13 min 
 97  * | -1.5185 | -1.5900 | -0.8737, -1.6912, -1.5893, -1.1174,-0.9689,-1.8245,-1.9279,-2.0029 | -1.4995 |  7 hr 18 min 
 98   | -1.5221 | -1.5854 | -0.8695, -1.6934, -1.6109, -1.0273,-0.9619,-1.8106,-1.8408,-2.0001 | -1.4768 |  7 hr 22 min 
 99   | -1.5166 | -1.4739 | -0.6387, -1.6818, -1.5666, -0.4723,-1.0051,-1.8336,-1.8464,-1.9919 | -1.3795 |  7 hr 26 min 
 100  | -1.5201 | -1.5242 | -0.7581, -1.6865, -1.5628, -0.8129,-1.0366,-1.8236,-1.9106,-1.9809 | -1.4465 |  7 hr 31 min 
 101  | -1.5267 | -1.5911 | -0.8432, -1.7233, -1.6027, -1.0547,-1.0023,-1.7872,-1.9054,-1.9968 | -1.4894 |  7 hr 35 min 
 102  | -1.5293 | -1.5504 | -0.7998, -1.6713, -1.5922, -0.8558,-0.9792,-1.8066,-1.8575,-2.0351 | -1.4497 |  7 hr 40 min 
 103  | -1.5306 | -1.5851 | -0.8618, -1.7148, -1.5803, -1.0697,-1.0628,-1.7932,-1.9556,-1.9576 | -1.4995 |  7 hr 44 min 
 104 * | -1.5336 | -1.5829 | -0.8429, -1.6584, -1.6143, -1.0685,-1.0432,-1.8322,-1.9338,-2.0195 | -1.5016 |  7 hr 49 min 
 105  | -1.5338 | -1.5668 | -0.8473, -1.6991, -1.5692, -1.0623,-1.0304,-1.8266,-1.9377,-1.8863 | -1.4823 |  7 hr 53 min 
 106  | -1.5303 | -1.5691 | -0.8153, -1.7168, -1.5835, -0.9688,-1.0146,-1.8097,-1.8878,-2.0052 | -1.4752 |  7 hr 58 min 
 107  | -1.5175 | -1.5101 | -0.6850, -1.6995, -1.5964, -1.0367,-1.0013,-1.8322,-1.7396,-1.9463 | -1.4421 |  8 hr 02 min 
 108  | -1.5409 | -1.5733 | -0.8582, -1.6802, -1.5712, -1.1558,-1.0467,-1.8231,-1.8638,-2.0054 | -1.5006 |  8 hr 07 min 
 109  | -1.5418 | -1.5729 | -0.8468, -1.7203, -1.6155, -1.0057,-1.0119,-1.8275,-1.6823,-1.9518 | -1.4577 |  8 hr 11 min 
 110  | -1.5406 | -1.5704 | -0.8214, -1.7064, -1.5617, -1.0656,-1.0174,-1.8155,-1.9410,-2.0016 | -1.4913 |  8 hr 16 min 
 111  | -1.5442 | -1.5354 | -0.8260, -1.6991, -1.5509, -0.9672,-0.9996,-1.8179,-1.7437,-1.9039 | -1.4385 |  8 hr 20 min 
 112  | -1.5472 | -1.5542 | -0.7989, -1.6947, -1.5565, -1.0918,-1.0478,-1.7949,-1.8971,-1.9747 | -1.4820 |  8 hr 25 min 
 113  | -1.5477 | -1.5791 | -0.8276, -1.7039, -1.6075, -0.9031,-1.0671,-1.8351,-1.9035,-2.0087 | -1.4821 |  8 hr 29 min 
 114  | -1.5498 | -1.5656 | -0.8533, -1.6533, -1.5936, -1.1179,-1.0780,-1.8086,-1.7791,-1.9795 | -1.4829 |  8 hr 34 min 
 115  | -1.5501 | -1.5836 | -0.8090, -1.7150, -1.6170, -1.1319,-0.9735,-1.8282,-1.8897,-2.0282 | -1.4990 |  8 hr 38 min 
 116  | -1.5544 | -1.5792 | -0.8484, -1.7206, -1.5793, -1.0474,-1.0145,-1.8099,-1.8362,-1.9900 | -1.4808 |  8 hr 43 min 
 117 * | -1.5554 | -1.5882 | -0.8227, -1.7152, -1.6124, -1.1207,-1.0078,-1.8325,-1.9269,-2.0068 | -1.5056 |  8 hr 47 min 
 118 * | -1.5559 | -1.6010 | -0.8670, -1.7046, -1.6243, -1.0675,-1.0849,-1.8134,-1.9505,-1.9849 | -1.5121 |  8 hr 52 min 
 119  | -1.5559 | -1.5714 | -0.8254, -1.7112, -1.5929, -1.0909,-1.0415,-1.8274,-1.8293,-1.9823 | -1.4876 |  8 hr 56 min 
 120  | -1.5558 | -1.5652 | -0.8112, -1.7124, -1.5653, -0.8939,-1.0282,-1.8303,-1.9073,-2.0403 | -1.4736 |  9 hr 01 min 
 121 * | -1.5589 | -1.6288 | -0.9087, -1.7308, -1.6219, -1.1135,-1.1006,-1.8281,-1.8956,-2.0380 | -1.5297 |  9 hr 05 min 
 122  | -1.5641 | -1.6000 | -0.8554, -1.7258, -1.6160, -0.9457,-1.0730,-1.8290,-1.9276,-2.0023 | -1.4968 |  9 hr 10 min 
 123  | -1.5646 | -1.6149 | -0.8765, -1.7196, -1.6383, -0.9571,-1.0832,-1.8359,-1.8764,-2.0339 | -1.5026 |  9 hr 14 min 
 124  | -1.5644 | -1.5961 | -0.8405, -1.7379, -1.6071, -1.1116,-1.0879,-1.8319,-1.9495,-1.9623 | -1.5161 |  9 hr 19 min 
 125  | -1.5668 | -1.6114 | -0.8930, -1.6841, -1.6340, -1.1828,-0.9643,-1.8296,-1.9252,-2.0041 | -1.5146 |  9 hr 23 min 
 126  | -1.5664 | -1.5976 | -0.8696, -1.7117, -1.6284, -0.9533,-1.0666,-1.8323,-1.8952,-1.9608 | -1.4897 |  9 hr 27 min 
 127  | -1.5704 | -1.5334 | -0.7423, -1.6705, -1.6191, -1.0225,-1.0378,-1.8437,-1.8496,-1.9605 | -1.4682 |  9 hr 32 min 
 128  | -1.5712 | -1.5815 | -0.8940, -1.6361, -1.6285, -1.0251,-1.0503,-1.8087,-1.7364,-1.9609 | -1.4675 |  9 hr 36 min 
 129  | -1.5692 | -1.6016 | -0.8445, -1.7114, -1.6351, -1.1201,-1.0568,-1.8435,-1.8870,-2.0208 | -1.5149 |  9 hr 41 min 
 130  | -1.5728 | -1.5702 | -0.8585, -1.6558, -1.5758, -0.7603,-1.0412,-1.8502,-1.9121,-2.0509 | -1.4631 |  9 hr 45 min 
 131  | -1.5723 | -1.6104 | -0.8613, -1.7473, -1.6619, -0.7728,-1.0441,-1.8282,-1.8795,-2.0468 | -1.4802 |  9 hr 50 min 
 132  | -1.5782 | -1.5903 | -0.8553, -1.7203, -1.6287, -1.0569,-1.0074,-1.8407,-1.9381,-1.8668 | -1.4893 |  9 hr 54 min 
 133  | -1.5812 | -1.6066 | -0.9098, -1.7174, -1.6258, -0.8886,-1.0075,-1.8486,-1.8508,-1.9718 | -1.4775 |  9 hr 59 min 
 134  | -1.5815 | -1.5867 | -0.7745, -1.7271, -1.6448, -1.1618,-0.9684,-1.8103,-1.9829,-2.0091 | -1.5099 | 10 hr 03 min 
 135  | -1.5680 | -1.5968 | -0.8829, -1.6710, -1.5903, -1.0813,-1.0575,-1.8251,-1.9806,-1.9900 | -1.5099 | 10 hr 07 min 
 136  | -1.5806 | -1.6144 | -0.8833, -1.7276, -1.6107, -0.8456,-0.9769,-1.8407,-2.0139,-2.0586 | -1.4947 | 10 hr 12 min 
 137  | -1.5832 | -1.5856 | -0.8399, -1.7062, -1.6196, -1.1123,-1.0171,-1.8235,-1.8726,-1.9906 | -1.4977 | 10 hr 16 min 
 138  | -1.5858 | -1.6246 | -0.8858, -1.7397, -1.6365, -1.1318,-1.0080,-1.8358,-1.9718,-2.0132 | -1.5278 | 10 hr 21 min 
 139  | -1.5856 | -1.5789 | -0.8445, -1.7316, -1.5906, -1.1082,-0.9891,-1.8332,-1.8838,-1.9631 | -1.4930 | 10 hr 25 min 
 140  | -1.5898 | -1.6085 | -0.8416, -1.7494, -1.6510, -1.1239,-1.0349,-1.8578,-1.8343,-2.0246 | -1.5147 | 10 hr 30 min 
 141  | -1.5864 | -1.6209 | -0.8966, -1.7571, -1.6036, -1.0941,-1.0070,-1.8232,-1.9295,-2.0449 | -1.5195 | 10 hr 34 min 
 142  | -1.5925 | -1.6197 | -0.9113, -1.7564, -1.5880, -1.1204,-1.0393,-1.8326,-1.9504,-2.0225 | -1.5276 | 10 hr 39 min 
 143 * | -1.5684 | -1.6390 | -0.9156, -1.7481, -1.6163, -1.1615,-1.0805,-1.8425,-1.9960,-2.0330 | -1.5492 | 10 hr 43 min 
 144  | -1.5955 | -1.5974 | -0.8492, -1.7344, -1.6217, -0.9901,-1.0975,-1.8168,-1.8491,-2.0276 | -1.4983 | 10 hr 48 min 
 145  | -1.5959 | -1.6072 | -0.8752, -1.7332, -1.6084, -1.1202,-1.0334,-1.8181,-1.9755,-2.0245 | -1.5236 | 10 hr 52 min 
 146  | -1.5963 | -1.5962 | -0.8346, -1.6999, -1.6294, -0.9151,-1.0268,-1.8117,-1.9310,-2.0492 | -1.4872 | 10 hr 57 min 
 147  | -1.5973 | -1.6129 | -0.8591, -1.7410, -1.6435, -0.9082,-1.0355,-1.8504,-1.9685,-2.0668 | -1.5091 | 11 hr 01 min 
 148  | -1.5934 | -1.5889 | -0.8619, -1.7150, -1.6337, -1.1773,-1.0755,-1.8199,-1.6825,-1.9310 | -1.4871 | 11 hr 06 min 
 149  | -1.5961 | -1.6293 | -0.9043, -1.7298, -1.6225, -1.1030,-1.1014,-1.8462,-1.9684,-2.0042 | -1.5350 | 11 hr 10 min 
 150  | -1.6013 | -1.6359 | -0.8507, -1.7597, -1.6487, -1.1051,-0.9874,-1.8346,-1.9838,-2.0772 | -1.5309 | 11 hr 15 min 
 151  | -1.5617 | -1.6155 | -0.8908, -1.7252, -1.6359, -1.0643,-1.0482,-1.7811,-1.8905,-2.0565 | -1.5116 | 11 hr 19 min 
 152  | -1.6021 | -1.4714 | -0.7318, -1.6572, -1.5649, -0.7201,-0.9935,-1.7258,-1.6206,-1.8965 | -1.3638 | 11 hr 24 min 
 153  | -1.6012 | -1.6000 | -0.8603, -1.7565, -1.5737, -1.1089,-1.0133,-1.8017,-1.9224,-2.0408 | -1.5097 | 11 hr 28 min 
 154  | -1.6044 | -1.6143 | -0.8382, -1.7486, -1.6305, -1.0851,-1.0259,-1.8206,-1.9306,-2.0665 | -1.5182 | 11 hr 32 min 
 155  | -1.6042 | -1.6074 | -0.8025, -1.7524, -1.6403, -1.1476,-1.0536,-1.8374,-1.9907,-2.0545 | -1.5349 | 11 hr 37 min 
 156  | -1.6082 | -1.6033 | -0.8886, -1.7256, -1.6214, -1.0453,-1.0462,-1.7987,-1.9551,-1.9194 | -1.5000 | 11 hr 41 min 
 157  | -1.6091 | -1.6210 | -0.8906, -1.7379, -1.6325, -0.9329,-1.0727,-1.8034,-1.9894,-2.0148 | -1.5093 | 11 hr 46 min 
 158  | -1.6014 | -1.6071 | -0.8814, -1.7020, -1.6267, -0.9041,-1.0719,-1.8237,-1.9776,-1.9915 | -1.4973 | 11 hr 50 min 
 159  | -1.5734 | -1.6216 | -0.8298, -1.7653, -1.6428, -1.1753,-1.0450,-1.8496,-1.9795,-2.0420 | -1.5412 | 11 hr 55 min 
