Namespace(bs=48, fold=1, gpu=4, lr=5e-05, name='0817-fine')
~~~~~~~~~~~~ fold 1 ~~~~~~~~~~~~
raw train:68002 -- raw val:17001
train:68002 --- val:17001
load pre-trained done.....
epoch | train loss |  valid loss |  1JHC,   2JHC,   3JHC,   1JHN,   2JHN,   3JHN,   2JHH,   3JHH  |  log_mae  |  time 
 12  * | -1.8907 | -1.3392 | -0.5521, -1.2915, -1.0663, -1.0991,-1.6961,-1.8818,-1.6413,-1.6435 | -1.3589 |  0 hr 58 min 
 13   | -1.8930 | -1.3373 | -0.5512, -1.2921, -1.0659, -1.0723,-1.7005,-1.8784,-1.6390,-1.6423 | -1.3552 |  1 hr 02 min 
 14   | -1.8928 | -1.3402 | -0.5567, -1.2923, -1.0665, -1.0855,-1.6998,-1.8777,-1.6346,-1.6418 | -1.3569 |  1 hr 06 min 
 15   | -1.8936 | -1.3397 | -0.5521, -1.2925, -1.0666, -1.0614,-1.7013,-1.8785,-1.6517,-1.6426 | -1.3558 |  1 hr 11 min 
 16   | -1.8954 | -1.3366 | -0.5511, -1.2907, -1.0647, -1.0953,-1.6994,-1.8788,-1.6452,-1.6381 | -1.3579 |  1 hr 15 min 
 17   | -1.8960 | -1.3399 | -0.5555, -1.2916, -1.0651, -1.0802,-1.7032,-1.8814,-1.6433,-1.6387 | -1.3574 |  1 hr 20 min 
 18   | -1.8969 | -1.3402 | -0.5548, -1.2921, -1.0641, -1.0676,-1.6997,-1.8813,-1.6478,-1.6436 | -1.3564 |  1 hr 24 min 
 19  * | -1.8978 | -1.3388 | -0.5542, -1.2911, -1.0648, -1.0985,-1.7012,-1.8790,-1.6456,-1.6406 | -1.3594 |  1 hr 28 min 
 20  * | -1.8985 | -1.3424 | -0.5561, -1.2932, -1.0660, -1.0991,-1.7059,-1.8809,-1.6518,-1.6411 | -1.3618 |  1 hr 33 min 
 21   | -1.8984 | -1.3401 | -0.5548, -1.2924, -1.0662, -1.0661,-1.6984,-1.8821,-1.6436,-1.6438 | -1.3559 |  1 hr 37 min 
 22   | -1.8994 | -1.3397 | -0.5569, -1.2914, -1.0642, -1.0689,-1.7042,-1.8802,-1.6394,-1.6434 | -1.3561 |  1 hr 42 min 
 23   | -1.8993 | -1.3418 | -0.5558, -1.2924, -1.0664, -1.0916,-1.7004,-1.8831,-1.6483,-1.6448 | -1.3603 |  1 hr 46 min 
 24   | -1.9003 | -1.3381 | -0.5526, -1.2913, -1.0644, -1.0780,-1.7015,-1.8816,-1.6393,-1.6413 | -1.3563 |  1 hr 50 min 
 25   | -1.9005 | -1.3409 | -0.5542, -1.2930, -1.0676, -1.0790,-1.7037,-1.8839,-1.6328,-1.6419 | -1.3570 |  1 hr 55 min 
 26   | -1.9018 | -1.3420 | -0.5554, -1.2922, -1.0662, -1.0954,-1.7023,-1.8829,-1.6576,-1.6414 | -1.3617 |  1 hr 59 min 
 27   | -1.9017 | -1.3392 | -0.5557, -1.2906, -1.0652, -1.0328,-1.7011,-1.8808,-1.6464,-1.6427 | -1.3519 |  2 hr 04 min 
 28   | -1.9031 | -1.3394 | -0.5544, -1.2892, -1.0656, -1.0983,-1.7056,-1.8817,-1.6338,-1.6410 | -1.3587 |  2 hr 08 min 
 29  * | -1.9049 | -1.3431 | -0.5560, -1.2921, -1.0677, -1.1066,-1.7063,-1.8833,-1.6432,-1.6436 | -1.3624 |  2 hr 13 min 
 30   | -1.9032 | -1.3384 | -0.5506, -1.2916, -1.0667, -1.0727,-1.7028,-1.8823,-1.6548,-1.6414 | -1.3578 |  2 hr 17 min 
 31   | -1.9047 | -1.3434 | -0.5560, -1.2942, -1.0679, -1.0821,-1.7044,-1.8830,-1.6469,-1.6415 | -1.3595 |  2 hr 22 min 
 32   | -1.9049 | -1.3422 | -0.5573, -1.2931, -1.0660, -1.1107,-1.7014,-1.8803,-1.6361,-1.6420 | -1.3608 |  2 hr 26 min 
 33   | -1.9058 | -1.3427 | -0.5534, -1.2942, -1.0677, -1.0858,-1.7007,-1.8864,-1.6537,-1.6425 | -1.3606 |  2 hr 31 min 
 34  * | -1.9058 | -1.3413 | -0.5517, -1.2935, -1.0672, -1.1061,-1.7021,-1.8831,-1.6575,-1.6425 | -1.3630 |  2 hr 35 min 
 35   | -1.9077 | -1.3431 | -0.5590, -1.2915, -1.0650, -1.0925,-1.7013,-1.8834,-1.6527,-1.6431 | -1.3611 |  2 hr 39 min 
 36   | -1.9063 | -1.3437 | -0.5583, -1.2911, -1.0670, -1.0992,-1.7018,-1.8848,-1.6501,-1.6448 | -1.3621 |  2 hr 44 min 
 37   | -1.9075 | -1.3443 | -0.5596, -1.2928, -1.0664, -1.0881,-1.6981,-1.8822,-1.6494,-1.6441 | -1.3601 |  2 hr 48 min 
 38   | -1.9085 | -1.3411 | -0.5536, -1.2921, -1.0666, -1.0749,-1.7038,-1.8802,-1.6526,-1.6449 | -1.3586 |  2 hr 53 min 
 39   | -1.9089 | -1.3398 | -0.5515, -1.2931, -1.0661, -1.0896,-1.7044,-1.8819,-1.6562,-1.6433 | -1.3608 |  2 hr 57 min 
 40   | -1.9092 | -1.3412 | -0.5557, -1.2909, -1.0637, -1.0846,-1.7059,-1.8801,-1.6590,-1.6425 | -1.3603 |  3 hr 01 min 
 41   | -1.9096 | -1.3427 | -0.5563, -1.2927, -1.0657, -1.0986,-1.7017,-1.8797,-1.6535,-1.6433 | -1.3615 |  3 hr 06 min 
 42   | -1.9099 | -1.3385 | -0.5516, -1.2930, -1.0646, -1.0863,-1.7033,-1.8785,-1.6484,-1.6404 | -1.3583 |  3 hr 10 min 
 43   | -1.9109 | -1.3418 | -0.5561, -1.2922, -1.0660, -1.0900,-1.7035,-1.8825,-1.6491,-1.6420 | -1.3602 |  3 hr 15 min 
 44  * | -1.9107 | -1.3444 | -0.5553, -1.2941, -1.0670, -1.1023,-1.7045,-1.8851,-1.6617,-1.6433 | -1.3642 |  3 hr 19 min 
 45   | -1.9110 | -1.3396 | -0.5520, -1.2931, -1.0652, -1.1011,-1.7047,-1.8828,-1.6474,-1.6431 | -1.3612 |  3 hr 23 min 
 46   | -1.9119 | -1.3424 | -0.5584, -1.2903, -1.0650, -1.1057,-1.6999,-1.8805,-1.6483,-1.6421 | -1.3613 |  3 hr 28 min 
 47   | -1.9118 | -1.3395 | -0.5486, -1.2939, -1.0671, -1.0795,-1.7059,-1.8846,-1.6508,-1.6423 | -1.3591 |  3 hr 32 min 
 48  * | -1.9114 | -1.3453 | -0.5579, -1.2941, -1.0677, -1.1030,-1.7067,-1.8870,-1.6555,-1.6443 | -1.3645 |  3 hr 37 min 
 49   | -1.9126 | -1.3452 | -0.5603, -1.2927, -1.0677, -1.1052,-1.7054,-1.8835,-1.6349,-1.6458 | -1.3620 |  3 hr 41 min 
 50   | -1.9131 | -1.3401 | -0.5510, -1.2935, -1.0661, -1.0916,-1.7049,-1.8831,-1.6447,-1.6441 | -1.3599 |  3 hr 46 min 
 51   | -1.9130 | -1.3444 | -0.5548, -1.2943, -1.0669, -1.0933,-1.7069,-1.8845,-1.6628,-1.6457 | -1.3637 |  3 hr 50 min 
 52   | -1.9138 | -1.3439 | -0.5589, -1.2933, -1.0658, -1.0829,-1.7032,-1.8850,-1.6488,-1.6463 | -1.3605 |  3 hr 54 min 
 53   | -1.9143 | -1.3426 | -0.5558, -1.2941, -1.0654, -1.1018,-1.7024,-1.8871,-1.6495,-1.6446 | -1.3626 |  3 hr 59 min 
 54   | -1.9138 | -1.3417 | -0.5527, -1.2930, -1.0653, -1.1051,-1.7048,-1.8835,-1.6467,-1.6452 | -1.3621 |  4 hr 03 min 
 55  * | -1.9145 | -1.3458 | -0.5606, -1.2941, -1.0660, -1.0996,-1.7065,-1.8857,-1.6594,-1.6449 | -1.3646 |  4 hr 08 min 
 56  * | -1.9148 | -1.3451 | -0.5573, -1.2924, -1.0677, -1.1095,-1.7049,-1.8850,-1.6604,-1.6439 | -1.3651 |  4 hr 12 min 
 57   | -1.9152 | -1.3457 | -0.5590, -1.2926, -1.0680, -1.1011,-1.7026,-1.8851,-1.6575,-1.6435 | -1.3637 |  4 hr 16 min 
 58   | -1.9154 | -1.3452 | -0.5577, -1.2944, -1.0673, -1.1030,-1.7051,-1.8852,-1.6442,-1.6459 | -1.3629 |  4 hr 21 min 
 59   | -1.9161 | -1.3443 | -0.5586, -1.2924, -1.0661, -1.1085,-1.7016,-1.8850,-1.6589,-1.6453 | -1.3646 |  4 hr 25 min 
 60   | -1.9156 | -1.3422 | -0.5542, -1.2945, -1.0674, -1.0948,-1.7020,-1.8864,-1.6526,-1.6409 | -1.3616 |  4 hr 30 min 
 61   | -1.9163 | -1.3446 | -0.5583, -1.2948, -1.0670, -1.0976,-1.7086,-1.8843,-1.6593,-1.6432 | -1.3641 |  4 hr 34 min 
 62   | -1.9156 | -1.3454 | -0.5565, -1.2943, -1.0678, -1.1070,-1.7064,-1.8871,-1.6482,-1.6456 | -1.3641 |  4 hr 39 min 
 63   | -1.9173 | -1.3456 | -0.5560, -1.2945, -1.0686, -1.0864,-1.7064,-1.8880,-1.6635,-1.6474 | -1.3638 |  4 hr 43 min 
 64   | -1.9175 | -1.3456 | -0.5611, -1.2933, -1.0642, -1.0979,-1.7066,-1.8838,-1.6580,-1.6447 | -1.3637 |  4 hr 48 min 
 65   | -1.9168 | -1.3445 | -0.5556, -1.2952, -1.0689, -1.0614,-1.7078,-1.8884,-1.6545,-1.6454 | -1.3596 |  4 hr 52 min 
 66   | -1.9179 | -1.3422 | -0.5537, -1.2957, -1.0656, -1.0989,-1.7064,-1.8847,-1.6596,-1.6448 | -1.3637 |  4 hr 56 min 
 67  * | -1.9189 | -1.3457 | -0.5596, -1.2926, -1.0664, -1.1186,-1.7043,-1.8865,-1.6578,-1.6438 | -1.3662 |  5 hr 01 min 
 68   | -1.9195 | -1.3466 | -0.5623, -1.2935, -1.0685, -1.0625,-1.7042,-1.8869,-1.6564,-1.6455 | -1.3600 |  5 hr 05 min 
 69   | -1.9201 | -1.3451 | -0.5551, -1.2939, -1.0684, -1.1034,-1.7056,-1.8872,-1.6555,-1.6443 | -1.3642 |  5 hr 10 min 
 70   | -1.9191 | -1.3460 | -0.5588, -1.2946, -1.0673, -1.1171,-1.7053,-1.8868,-1.6528,-1.6447 | -1.3659 |  5 hr 14 min 
 71   | -1.9194 | -1.3398 | -0.5502, -1.2926, -1.0671, -1.0994,-1.7007,-1.8843,-1.6526,-1.6442 | -1.3614 |  5 hr 19 min 
 72   | -1.9196 | -1.3464 | -0.5607, -1.2940, -1.0681, -1.0918,-1.7040,-1.8855,-1.6569,-1.6425 | -1.3629 |  5 hr 23 min 
 73   | -1.9201 | -1.3451 | -0.5553, -1.2944, -1.0691, -1.0988,-1.7034,-1.8858,-1.6555,-1.6471 | -1.3637 |  5 hr 27 min 
 74   | -1.9200 | -1.3468 | -0.5574, -1.2940, -1.0688, -1.1044,-1.7027,-1.8855,-1.6641,-1.6462 | -1.3654 |  5 hr 32 min 
 75  * | -1.9203 | -1.3468 | -0.5576, -1.2943, -1.0672, -1.1087,-1.7058,-1.8860,-1.6653,-1.6464 | -1.3664 |  5 hr 36 min 
 76   | -1.9215 | -1.3450 | -0.5567, -1.2944, -1.0675, -1.0743,-1.7071,-1.8863,-1.6626,-1.6448 | -1.3617 |  5 hr 41 min 
 77   | -1.9205 | -1.3463 | -0.5602, -1.2937, -1.0671, -1.0986,-1.7056,-1.8814,-1.6530,-1.6438 | -1.3629 |  5 hr 45 min 
 78   | -1.9211 | -1.3467 | -0.5607, -1.2940, -1.0672, -1.0912,-1.7075,-1.8859,-1.6640,-1.6408 | -1.3639 |  5 hr 50 min 
 79   | -1.9217 | -1.3475 | -0.5603, -1.2940, -1.0678, -1.0981,-1.7049,-1.8858,-1.6554,-1.6452 | -1.3640 |  5 hr 54 min 
 80   | -1.9222 | -1.3471 | -0.5597, -1.2953, -1.0669, -1.0999,-1.7041,-1.8887,-1.6618,-1.6462 | -1.3653 |  5 hr 59 min 
 81   | -1.9227 | -1.3459 | -0.5590, -1.2935, -1.0673, -1.0790,-1.7052,-1.8856,-1.6624,-1.6460 | -1.3622 |  6 hr 03 min 
 82   | -1.9229 | -1.3462 | -0.5594, -1.2933, -1.0669, -1.0981,-1.7039,-1.8854,-1.6618,-1.6450 | -1.3642 |  6 hr 08 min 
 83   | -1.9231 | -1.3481 | -0.5616, -1.2946, -1.0677, -1.1030,-1.7054,-1.8840,-1.6598,-1.6443 | -1.3650 |  6 hr 12 min 
 84   | -1.9247 | -1.3432 | -0.5565, -1.2932, -1.0658, -1.1020,-1.7042,-1.8855,-1.6575,-1.6437 | -1.3635 |  6 hr 17 min 
 85   | -1.9241 | -1.3465 | -0.5588, -1.2933, -1.0667, -1.1167,-1.7046,-1.8828,-1.6602,-1.6460 | -1.3661 |  6 hr 21 min 
 86  * | -1.9249 | -1.3479 | -0.5586, -1.2952, -1.0684, -1.1205,-1.7071,-1.8879,-1.6615,-1.6454 | -1.3681 |  6 hr 28 min 
 87   | -1.9244 | -1.3480 | -0.5596, -1.2960, -1.0683, -1.0988,-1.7046,-1.8851,-1.6614,-1.6473 | -1.3651 |  6 hr 35 min 
 88   | -1.9244 | -1.3464 | -0.5580, -1.2945, -1.0666, -1.1111,-1.7051,-1.8860,-1.6636,-1.6423 | -1.3659 |  6 hr 40 min 
 89   | -1.9247 | -1.3480 | -0.5621, -1.2951, -1.0661, -1.1129,-1.7043,-1.8844,-1.6520,-1.6444 | -1.3652 |  6 hr 45 min 
 90   | -1.9256 | -1.3462 | -0.5602, -1.2944, -1.0668, -1.1073,-1.7037,-1.8850,-1.6578,-1.6453 | -1.3650 |  6 hr 49 min 
 91   | -1.9249 | -1.3443 | -0.5558, -1.2940, -1.0670, -1.1012,-1.7061,-1.8824,-1.6637,-1.6457 | -1.3645 |  6 hr 54 min 
 92   | -1.9260 | -1.3450 | -0.5548, -1.2947, -1.0668, -1.1055,-1.7072,-1.8837,-1.6616,-1.6465 | -1.3651 |  6 hr 58 min 
 93   | -1.9241 | -1.3482 | -0.5614, -1.2944, -1.0675, -1.1053,-1.7074,-1.8851,-1.6565,-1.6436 | -1.3652 |  7 hr 02 min 
 94   | -1.9267 | -1.3444 | -0.5559, -1.2951, -1.0666, -1.0849,-1.7047,-1.8825,-1.6628,-1.6453 | -1.3622 |  7 hr 07 min 
 95   | -1.9258 | -1.3490 | -0.5624, -1.2956, -1.0696, -1.0952,-1.7076,-1.8880,-1.6579,-1.6447 | -1.3651 |  7 hr 11 min 
 96   | -1.9266 | -1.3450 | -0.5585, -1.2938, -1.0660, -1.0754,-1.7071,-1.8852,-1.6619,-1.6425 | -1.3613 |  7 hr 16 min 
 97   | -1.9267 | -1.3469 | -0.5582, -1.2955, -1.0664, -1.1096,-1.7048,-1.8873,-1.6693,-1.6457 | -1.3671 |  7 hr 20 min 
 98   | -1.9266 | -1.3410 | -0.5476, -1.2946, -1.0661, -1.1124,-1.7063,-1.8818,-1.6498,-1.6427 | -1.3627 |  7 hr 25 min 
 99   | -1.9272 | -1.3476 | -0.5588, -1.2949, -1.0685, -1.1118,-1.7029,-1.8881,-1.6615,-1.6423 | -1.3661 |  7 hr 29 min 
 100  | -1.9280 | -1.3466 | -0.5627, -1.2938, -1.0676, -1.0617,-1.7057,-1.8848,-1.6590,-1.6438 | -1.3599 |  7 hr 34 min 
 101  | -1.9276 | -1.3497 | -0.5614, -1.2955, -1.0691, -1.1108,-1.7073,-1.8868,-1.6666,-1.6454 | -1.3679 |  7 hr 38 min 
 102  | -1.9278 | -1.3485 | -0.5606, -1.2965, -1.0680, -1.0983,-1.7059,-1.8863,-1.6671,-1.6472 | -1.3662 |  7 hr 43 min 
 103  | -1.9288 | -1.3475 | -0.5602, -1.2954, -1.0676, -1.1138,-1.7050,-1.8860,-1.6441,-1.6432 | -1.3644 |  7 hr 47 min 
 104  | -1.9284 | -1.3463 | -0.5593, -1.2959, -1.0686, -1.0682,-1.7039,-1.8850,-1.6579,-1.6467 | -1.3607 |  7 hr 52 min 
 105 * | -1.9284 | -1.3484 | -0.5588, -1.2937, -1.0688, -1.1239,-1.7039,-1.8865,-1.6696,-1.6458 | -1.3689 |  7 hr 56 min 
 106  | -1.9287 | -1.3457 | -0.5553, -1.2958, -1.0672, -1.1092,-1.7022,-1.8852,-1.6642,-1.6466 | -1.3657 |  8 hr 00 min 
 107  | -1.9297 | -1.3441 | -0.5579, -1.2945, -1.0671, -1.0615,-1.7028,-1.8846,-1.6492,-1.6427 | -1.3575 |  8 hr 05 min 
 108  | -1.9295 | -1.3473 | -0.5607, -1.2945, -1.0671, -1.1234,-1.7039,-1.8845,-1.6531,-1.6455 | -1.3666 |  8 hr 09 min 
 109  | -1.9309 | -1.3485 | -0.5592, -1.2956, -1.0681, -1.1187,-1.7064,-1.8871,-1.6632,-1.6468 | -1.3681 |  8 hr 14 min 
 110  | -1.9310 | -1.3457 | -0.5562, -1.2951, -1.0668, -1.1063,-1.7064,-1.8857,-1.6614,-1.6460 | -1.3655 |  8 hr 18 min 
 111  | -1.9286 | -1.3502 | -0.5619, -1.2966, -1.0688, -1.1102,-1.7095,-1.8860,-1.6594,-1.6461 | -1.3673 |  8 hr 22 min 
 112  | -1.9311 | -1.3491 | -0.5617, -1.2939, -1.0682, -1.1113,-1.7011,-1.8840,-1.6607,-1.6469 | -1.3660 |  8 hr 27 min 
 113  | -1.9322 | -1.3469 | -0.5581, -1.2946, -1.0672, -1.1102,-1.7071,-1.8867,-1.6653,-1.6451 | -1.3668 |  8 hr 31 min 
 114 * | -1.9301 | -1.3489 | -0.5602, -1.2951, -1.0677, -1.1197,-1.7084,-1.8872,-1.6681,-1.6455 | -1.3690 |  8 hr 36 min 
 115  | -1.9319 | -1.3475 | -0.5579, -1.2957, -1.0685, -1.1086,-1.7065,-1.8871,-1.6494,-1.6456 | -1.3649 |  8 hr 40 min 
 116  | -1.9299 | -1.3486 | -0.5615, -1.2937, -1.0674, -1.1076,-1.7035,-1.8885,-1.6603,-1.6443 | -1.3658 |  8 hr 45 min 
 117  | -1.9319 | -1.3463 | -0.5590, -1.2940, -1.0680, -1.0786,-1.7069,-1.8872,-1.6647,-1.6443 | -1.3628 |  8 hr 49 min 
 118 * | -1.9323 | -1.3482 | -0.5595, -1.2966, -1.0671, -1.1261,-1.7091,-1.8887,-1.6645,-1.6471 | -1.3698 |  8 hr 54 min 
 119  | -1.9325 | -1.3462 | -0.5591, -1.2943, -1.0656, -1.1166,-1.7048,-1.8835,-1.6630,-1.6414 | -1.3660 |  8 hr 58 min 
 120  | -1.9324 | -1.3484 | -0.5606, -1.2952, -1.0682, -1.0755,-1.7095,-1.8884,-1.6651,-1.6469 | -1.3637 |  9 hr 03 min 
 121  | -1.9325 | -1.3485 | -0.5592, -1.2957, -1.0673, -1.1161,-1.7079,-1.8867,-1.6622,-1.6460 | -1.3676 |  9 hr 07 min 
 122  | -1.9328 | -1.3477 | -0.5577, -1.2964, -1.0673, -1.1155,-1.7054,-1.8875,-1.6691,-1.6447 | -1.3679 |  9 hr 11 min 
 123  | -1.9332 | -1.3477 | -0.5591, -1.2954, -1.0668, -1.1142,-1.7054,-1.8832,-1.6668,-1.6456 | -1.3670 |  9 hr 16 min 
 124  | -1.9335 | -1.3467 | -0.5594, -1.2952, -1.0657, -1.1132,-1.7071,-1.8864,-1.6406,-1.6432 | -1.3639 |  9 hr 20 min 
 125  | -1.9348 | -1.3497 | -0.5629, -1.2939, -1.0664, -1.1205,-1.7052,-1.8869,-1.6663,-1.6457 | -1.3685 |  9 hr 25 min 
 126  | -1.9347 | -1.3473 | -0.5617, -1.2947, -1.0651, -1.1234,-1.7048,-1.8870,-1.6506,-1.6474 | -1.3668 |  9 hr 29 min 
 127  | -1.9351 | -1.3474 | -0.5596, -1.2947, -1.0681, -1.0678,-1.7103,-1.8881,-1.6619,-1.6471 | -1.3622 |  9 hr 34 min 
 128  | -1.9348 | -1.3481 | -0.5583, -1.2949, -1.0675, -1.1085,-1.7064,-1.8879,-1.6673,-1.6462 | -1.3671 |  9 hr 38 min 
 129  | -1.9349 | -1.3477 | -0.5607, -1.2948, -1.0647, -1.1180,-1.7058,-1.8859,-1.6692,-1.6456 | -1.3681 |  9 hr 42 min 
 130  | -1.9356 | -1.3445 | -0.5507, -1.2962, -1.0672, -1.0924,-1.7059,-1.8872,-1.6637,-1.6451 | -1.3636 |  9 hr 47 min 
 131  | -1.9344 | -1.3487 | -0.5611, -1.2942, -1.0671, -1.1259,-1.7054,-1.8873,-1.6613,-1.6444 | -1.3684 |  9 hr 51 min 
 132 * | -1.9351 | -1.3517 | -0.5634, -1.2957, -1.0683, -1.1229,-1.7079,-1.8895,-1.6685,-1.6481 | -1.3705 |  9 hr 56 min 
 133  | -1.9356 | -1.3476 | -0.5600, -1.2936, -1.0678, -1.0840,-1.7065,-1.8865,-1.6618,-1.6443 | -1.3630 | 10 hr 00 min 
 134  | -1.9364 | -1.3502 | -0.5628, -1.2952, -1.0676, -1.1181,-1.7051,-1.8884,-1.6647,-1.6455 | -1.3684 | 10 hr 05 min 
 135  | -1.9366 | -1.3496 | -0.5602, -1.2961, -1.0675, -1.1225,-1.7068,-1.8881,-1.6640,-1.6458 | -1.3689 | 10 hr 09 min 
 136  | -1.9374 | -1.3486 | -0.5606, -1.2944, -1.0673, -1.0981,-1.7063,-1.8854,-1.6663,-1.6463 | -1.3656 | 10 hr 14 min 
 137  | -1.9367 | -1.3467 | -0.5558, -1.2956, -1.0682, -1.1161,-1.7061,-1.8857,-1.6652,-1.6468 | -1.3674 | 10 hr 18 min 
 138  | -1.9384 | -1.3480 | -0.5605, -1.2958, -1.0673, -1.0837,-1.7043,-1.8876,-1.6691,-1.6435 | -1.3640 | 10 hr 23 min 
 139  | -1.9382 | -1.3507 | -0.5634, -1.2953, -1.0672, -1.1258,-1.7040,-1.8861,-1.6624,-1.6449 | -1.3686 | 10 hr 27 min 
 140  | -1.9385 | -1.3504 | -0.5641, -1.2959, -1.0680, -1.1076,-1.7004,-1.8875,-1.6654,-1.6453 | -1.3668 | 10 hr 31 min 
 141  | -1.9396 | -1.3496 | -0.5619, -1.2959, -1.0682, -1.1295,-1.7054,-1.8889,-1.6530,-1.6461 | -1.3686 | 10 hr 36 min 
 142  | -1.9386 | -1.3484 | -0.5597, -1.2962, -1.0681, -1.0998,-1.7015,-1.8865,-1.6638,-1.6467 | -1.3653 | 10 hr 40 min 
 143  | -1.9391 | -1.3496 | -0.5623, -1.2940, -1.0660, -1.1192,-1.7038,-1.8890,-1.6686,-1.6451 | -1.3685 | 10 hr 45 min 
 144  | -1.9393 | -1.3506 | -0.5620, -1.2966, -1.0676, -1.1114,-1.7060,-1.8873,-1.6724,-1.6464 | -1.3687 | 10 hr 49 min 
 145  | -1.9396 | -1.3470 | -0.5590, -1.2961, -1.0670, -1.1293,-1.7045,-1.8848,-1.6587,-1.6413 | -1.3676 | 10 hr 54 min 
 146  | -1.9395 | -1.3477 | -0.5588, -1.2962, -1.0680, -1.0658,-1.7108,-1.8889,-1.6656,-1.6469 | -1.3626 | 10 hr 58 min 
 147  | -1.9402 | -1.3491 | -0.5619, -1.2950, -1.0678, -1.0985,-1.7071,-1.8867,-1.6649,-1.6438 | -1.3657 | 11 hr 02 min 
 148  | -1.9399 | -1.3502 | -0.5629, -1.2961, -1.0672, -1.1113,-1.7063,-1.8868,-1.6624,-1.6454 | -1.3673 | 11 hr 07 min 
 149  | -1.9409 | -1.3439 | -0.5545, -1.2937, -1.0646, -1.0996,-1.7078,-1.8875,-1.6629,-1.6462 | -1.3646 | 11 hr 11 min 
 150  | -1.9423 | -1.3468 | -0.5614, -1.2943, -1.0657, -1.0585,-1.7034,-1.8886,-1.6633,-1.6459 | -1.3601 | 11 hr 16 min 
 151  | -1.9417 | -1.3484 | -0.5618, -1.2948, -1.0659, -1.1175,-1.7040,-1.8875,-1.6635,-1.6436 | -1.3673 | 11 hr 20 min 
 152  | -1.9428 | -1.3495 | -0.5587, -1.2968, -1.0688, -1.1292,-1.7073,-1.8874,-1.6586,-1.6474 | -1.3693 | 11 hr 25 min 
 153  | -1.9430 | -1.3500 | -0.5629, -1.2951, -1.0686, -1.0756,-1.7081,-1.8880,-1.6657,-1.6475 | -1.3640 | 11 hr 29 min 
 154  | -1.9430 | -1.3502 | -0.5585, -1.2975, -1.0693, -1.1210,-1.7057,-1.8878,-1.6629,-1.6466 | -1.3687 | 11 hr 33 min 
 155  | -1.9438 | -1.3460 | -0.5566, -1.2961, -1.0670, -1.1076,-1.7064,-1.8875,-1.6574,-1.6444 | -1.3654 | 11 hr 38 min 
 156  | -1.9434 | -1.3480 | -0.5595, -1.2970, -1.0671, -1.0686,-1.7045,-1.8876,-1.6650,-1.6435 | -1.3616 | 11 hr 42 min 
 157  | -1.9447 | -1.3486 | -0.5579, -1.2966, -1.0692, -1.1234,-1.7099,-1.8892,-1.6683,-1.6445 | -1.3699 | 11 hr 47 min 
 158  | -1.9444 | -1.3470 | -0.5598, -1.2931, -1.0653, -1.1308,-1.7029,-1.8856,-1.6698,-1.6416 | -1.3686 | 11 hr 52 min 
 159  | -1.9452 | -1.3492 | -0.5624, -1.2955, -1.0671, -1.0829,-1.7063,-1.8859,-1.6603,-1.6465 | -1.3634 | 11 hr 58 min 
